Proposal Data:  Lisle Preliminary Proposal V1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proposal Date:,,,11/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax Type:,,,Before Tax ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owner Sector:,,,Commercial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Income Tax Rate:,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Income Tax Rate:,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discount Rate:,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Escalation Rate:,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proposal Summary Table,,,IRR - Term,LCOE PV Generation,Net Present Value,Payback Period,Total Payments,Total Incentives,Net Payments,Electric Bill Savings - Term,Upfront Payment ,,,,,,,,,,,,,,,,,,,,,,,,
Cash Purchase,,,0.158,0.0045,592952.7902,4.5731,917370.6,847247.2918,70123.3082,1584362.974,917370.6,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility 1 Data:  Lisle ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Cost and Utility Data,,,,,Solar PV System Data,,,,,Energy Storage System Data,,,,,FacilityLocation,,,,,Rate Schedules ,,,,,,,,,,,,,,,
Total Project Cost,,,917370.6,,Solar PV System Data,,,917370.6,,Energy Storage System Data,,,0,,Street 1,,,3300 Ogden Ave,,Utility,,,Commonwealth Edison ,,,,,,,,,,,,
Total Incentive Savings,,,847247.2918,,Net System Cost,,,70123.3082,,Net System Cost,,,0,,Street 2,,,-,,Current Rate Schedule,,,H74 - Lisle - Westside Tractor Sales (Effective Date: 6/24/21) ,,,,,,,,,,,,
Net Project Cost,,,70123.3082,,Power Rating (kW-DC),,,413.23,,Total Energy Capacity (kWh),,,0,,City,,,Lisle,,New Rate Schedule,,,H74 - Lisle - Westside Tractor Sales (Effective Date: 6/24/21) ,,,,,,,,,,,,
Energy Consumption Year 1,,,549574,,Power Rating (kW-AC),,,352.5266,,Max Discharge Power (kW),,,0,,State,,,IL ,,,,,,,,,,,,,,,,,
Net Energy Consumption Year 1,,,-4975,,Power Rating (W-DC),,,413230,,2hr Power Rating (kW),,,0,,Postal Code,,,60532,,,,,,,,,,,,,,,,,
Utility Blended Cost Per kWh,,,0.096,,Power Rating (W-AC),,,352526.6,,Degradation Rate,,,0,,,,,,,,,,,,,,,,,,,,,,
Average Load Factor,,,0.5264,,Degradation Rate,,,0.005,,ESS Energy Discharge Year 1,,,0,,,,,,,,,,,,,,,,,,,,,,
Energy Cost Before,,,33811.98,,PV Generation Year 1 (kWh),,,554550,,ESS Energy Consumption  (loss) Year 1,,,0,,,,,,,,,,,,,,,,,,,,,,
Energy Cost After,,,-248.75,,PV kWh/kW-DC,,,1341.9887,,Blended Savings per kW,,,0,,,,,,,,,,,,,,,,,,,,,,
Total Energy Savings,,,34060.73,,Blended Savings per kWh,,,0.0655,,Blended Savings per kWh,,,0,,,,,,,,,,,,,,,,,,,,,,
Demand Cost Before,,,11068.66,,PV Generation Percent Exported,,,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demand Cost After,,,8795.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Demand Savings,,,2272.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Bill Cost Before,,,52750.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Bill Cost After,,,16416.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Electric Bill Savings,,,36333.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV Array Data,,,Array 1,Array 2,Array 3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost,,,111688.2,320745.6,484936.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Rating (kW-DC),,,50.31,144.48,218.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Rating (kW-AC),,,42.9195,123.2559,186.3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Degradation Rate,,,0.005,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilt,,,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimth,,,176.56,176.55,176.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transaction 1 Data:  Cash Purchase ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Term,,,30,,30 Year Demand Savings,,,99102.9758,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Year IRR,,,0.1129,,30 Year Energy Savings,,,1485259.562,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Year IRR,,,0.151,,30 Year Electric Bill Savings,,,1584362.974,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Year IRR,,,0.158,,30 Year PV Generation,,,15430334.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCOE Before,,,0.1522,,30 Year ESS Discharge,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCOE After,,,0.0516,,30 Year ESS Consumption (loss),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCOE PV,,,0.0045,,Total Payments,,,917370.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Year NPV,,,592952.7902,,Total Incentives,,,847247.2918,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payback Period,,,4.5731,,Net Payments,,,70123.3082,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Year ROI,,,1.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Years,,,,Upfront,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Totals 
Energy ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV Generation,,,,0,554549.3198,551776.5732,549003.8266,546231.08,543458.3334,540685.5868,537912.8402,535140.0936,532367.347,529594.6004,526821.8538,524049.1072,521276.3606,518503.614,515730.8674,512958.1208,510185.3742,507412.6276,504639.881,501867.1344,499094.3878,496321.6412,493548.8946,490776.148,488003.4014,485230.6548,482457.9082,479685.1616,476912.415,474139.6684,
Cash ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Costs,,,,-917370.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-917370.6
Utility Incentive,,,,103307.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103307.5
REC,,,,28273.50071,31685.82564,48747.45031,48747.45031,48747.45031,48747.45031,48747.45031,0,0,0,0,0,0,0,0,34123.24934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337819.8272
Energy Savings,,,,0,34060.73,34907.13914,35773.67817,36660.79312,37568.93866,38498.57821,39450.18409,40424.23761,41421.22917,42441.6584,43486.03429,44554.87524,45648.70921,46768.07384,47913.5165,49085.59446,50284.87493,51511.93519,52767.36269,54051.75509,55365.7204,56709.87706,58084.85397,59491.2906,60929.83706,62401.15415,63905.91341,65444.79719,67018.49867,68627.72192,
Demand Savings,,,,0,2272.68,2329.156098,2386.97535,2446.167516,2506.762935,2568.792528,2632.28781,2697.280896,2763.804507,2831.891983,2901.577283,2972.894998,3045.880357,3120.569232,3196.998147,3275.204284,3355.225492,3437.100288,3520.867868,3606.568114,3694.241593,3783.929569,3875.674007,3969.517574,4065.503649,4163.676322,4264.080402,4366.761419,4471.765624,4579.139997,
Electric Bill Savings,,,,0,36333.42,37236.30549,38160.66403,39106.9714,40075.71262,41067.38204,42082.48348,43121.53037,44185.04583,45273.56285,46387.62434,47527.78332,48694.60297,49888.6568,51110.52872,52360.81316,53640.11519,54949.05061,56288.24605,57658.33907,59059.97825,60493.82328,61960.54503,63460.82564,64995.3586,66564.84879,68170.01257,69811.57782,71490.28397,73206.88207,1584362.974
Cash,,,,-785789.5993,68019.24564,85983.7558,86908.11433,87854.42171,88823.16293,89814.83235,42082.48348,43121.53037,44185.04583,45273.56285,46387.62434,47527.78332,48694.60297,49888.6568,85233.77806,52360.81316,53640.11519,54949.05061,56288.24605,57658.33907,59059.97825,60493.82328,61960.54503,63460.82564,64995.3586,66564.84879,68170.01257,69811.57782,71490.28397,73206.88207,1108119.702
State Taxes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in State Tax Liability,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federal Taxes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Decrease (Federal - 100% Bonus Depreciation),,,,0,798112.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798112.422
Change in Taxable Income,,,,0,798112.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798112.422
Federal Tax Liability,,,,0,167603.6086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167603.6086
Federal Tax Credit,,,,0,238516.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238516.356
Change in Federal Tax Liability,,,,0,406119.9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406119.9646
Total Cash Flow,,,,-785789.5993,474139.2103,85983.7558,86908.11433,87854.42171,88823.16293,89814.83235,42082.48348,43121.53037,44185.04583,45273.56285,46387.62434,47527.78332,48694.60297,49888.6568,85233.77806,52360.81316,53640.11519,54949.05061,56288.24605,57658.33907,59059.97825,60493.82328,61960.54503,63460.82564,64995.3586,66564.84879,68170.01257,69811.57782,71490.28397,73206.88207,1514239.666
Cumulative Cash Flow,,,,-785789.5993,-311650.389,-225666.6332,-138758.5189,-50904.0972,37919.06573,127733.8981,169816.3816,212937.9119,257122.9578,302396.5206,348784.145,396311.9283,445006.5313,494895.1881,580128.9661,632489.7793,686129.8945,741078.9451,797367.1911,855025.5302,914085.5084,974579.3317,1036539.877,1100000.702,1164996.061,1231560.91,1299730.922,1369542.5,1441032.784,1514239.666,0
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interval Data - Units: kW ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisle,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Current Demand,Solar PV Power,Battery Power, Battery SOC,Net Demand,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,0:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,0:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,0:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,0:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,1:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,1:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,1:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,1:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,2:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,2:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,2:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,2:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,3:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,3:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,3:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,3:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,4:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,4:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,4:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,4:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,5:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,5:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,5:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,5:45,25.72232,0,0,0,25.72232,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,6:00,26.5948,0,0,0,26.5948,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,6:15,27.46727,0,0,0,27.46727,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,6:30,28.33974,0,0,0,28.33974,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,6:45,33.04121,0.44431,0,0,32.5969,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,7:00,37.74269,0.88862,0,0,36.85407,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,7:15,42.44416,1.33293,0,0,41.11123,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,7:30,47.14563,1.77724,0,0,45.36839,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,7:45,52.03605,15.35104,0,0,36.68501,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,8:00,56.92647,28.92485,0,0,28.00162,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,8:15,61.81689,42.49865,0,0,19.31824,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,8:30,66.70731,56.07245,0,0,10.63486,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,8:45,69.74063,75.42347,0,0,-5.68284,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,9:00,72.77394,94.77448,0,0,-22.00054,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,9:15,75.80726,114.1255,0,0,-38.31824,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,9:30,78.84058,133.47652,0,0,-54.63594,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,9:45,78.92926,152.21679,0,0,-73.28753,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,10:00,79.01794,170.95707,0,0,-91.93913,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,10:15,79.10663,189.69735,0,0,-110.59072,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,10:30,79.19531,208.43763,0,0,-129.24232,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,10:45,79.36209,223.485,0,0,-144.12291,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,11:00,79.52887,238.53238,0,0,-159.00351,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,11:15,79.69565,253.57975,0,0,-173.8841,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,11:30,79.86244,268.62712,0,0,-188.76468,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,11:45,78.88835,277.16178,0,0,-198.27343,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,12:00,77.91427,285.69644,0,0,-207.78217,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,12:15,76.94019,294.23109,0,0,-217.2909,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,12:30,75.96611,302.76575,0,0,-226.79964,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,12:45,78.29403,304.78091,0,0,-226.48688,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,13:00,80.62196,306.79606,0,0,-226.1741,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,13:15,82.94988,308.81122,0,0,-225.86134,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,13:30,85.2778,310.82638,0,0,-225.54858,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,13:45,85.78089,310.77154,0,0,-224.99065,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,14:00,86.28398,310.7167,0,0,-224.43272,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,14:15,86.78707,310.66187,0,0,-223.8748,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,14:30,87.29016,310.60703,0,0,-223.31687,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,14:45,87.25017,306.41049,0,0,-219.16032,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,15:00,87.21019,302.21395,0,0,-215.00376,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,15:15,87.1702,298.01741,0,0,-210.84721,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,15:30,87.13022,293.82088,0,0,-206.69066,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,15:45,86.94277,283.10633,0,0,-196.16356,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,16:00,86.75532,272.39178,0,0,-185.63646,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,16:15,86.56787,261.67723,0,0,-175.10936,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,16:30,86.38042,250.96269,0,0,-164.58227,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,16:45,72.23259,233.88312,0,0,-161.65053,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,17:00,58.08476,216.80355,0,0,-158.71879,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,17:15,43.93693,199.72399,0,0,-155.78706,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,17:30,29.7891,182.64442,0,0,-152.85532,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,17:45,26.38289,164.47858,0,0,-138.09569,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,18:00,22.97667,146.31274,0,0,-123.33607,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,18:15,19.57046,128.1469,0,0,-108.57644,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,18:30,16.16425,109.98105,0,0,-93.8168,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,18:45,17.24995,92.19353,0,0,-74.94358,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,19:00,18.33565,74.406,0,0,-56.07035,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,19:15,19.42135,56.61847,0,0,-37.19712,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,19:30,20.50705,38.83094,0,0,-18.32389,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,19:45,21.59275,29.27788,0,0,-7.68513,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,20:00,22.67845,19.72483,0,0,2.95362,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,20:15,23.76415,10.17177,0,0,13.59238,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,20:30,24.84985,0.61872,0,0,24.23113,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,20:45,24.84985,0.46404,0,0,24.38581,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,21:00,24.84985,0.30936,0,0,24.54049,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,21:15,24.84985,0.15468,0,0,24.69517,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,21:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,21:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,22:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,22:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,22:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,22:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,23:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,23:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,23:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2020,23:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,0:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,0:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,0:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,0:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,1:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,1:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,1:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,1:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,2:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,2:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,2:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,2:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,3:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,3:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,3:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,3:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,4:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,4:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,4:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,4:45,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,5:00,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,5:15,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,5:30,24.84985,0,0,0,24.84985,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,5:45,25.72232,0.54557,0,0,25.17675,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,6:00,26.5948,1.09113,0,0,25.50367,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,6:15,27.46727,1.6367,0,0,25.83057,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,6:30,28.33974,2.18226,0,0,26.15748,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,6:45,32.96408,15.16182,0,0,17.80226,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,7:00,37.58841,28.14138,0,0,9.44703,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,7:15,42.21275,41.12093,0,0,1.09182,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,7:30,46.83708,54.10049,0,0,-7.26341,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,7:45,51.65765,71.32155,0,0,-19.6639,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,8:00,56.47822,88.54262,0,0,-32.0644,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,8:15,61.29879,105.76368,0,0,-44.46489,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,8:30,66.11935,122.98475,0,0,-56.8654,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2020,8:45,69.19602,138.32129,0,0,-69.12527,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
