hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
1,2008-01-01 00:00:00,0.0,0.0,0.0,-4.78,5.42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2008-01-01 01:00:00,0.0,0.0,0.0,-5.33,5.42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2008-01-01 02:00:00,0.0,0.0,0.0,-5.87,7.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2008-01-01 03:00:00,0.0,0.0,0.0,-6.42,7.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2008-01-01 04:00:00,0.0,0.0,0.0,-6.98,7.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2008-01-01 05:00:00,0.0,0.0,0.0,-7.54,7.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2008-01-01 06:00:00,0.0,0.0,0.0,-8.1,7.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2008-01-01 07:00:00,12.0,134.0,6.0,-8.48,7.67,0.0,0.6109378,122.439514,84.03755,0.0,,12.0,7.1639075,6.632478,0.018230697,0.21716042,6.543822,0.00035222532,0.12349043,6.264159,0.00011223054,6.2600064,6.260653,9019.273,-8.361056,5145.9585,5412.8926,5188.087,0.0,0.0,5187.9077,613.91077,0.0,0.0,0.0,1.5195173,5186.388,615.81995,5082.6606,5057.24755859375
9,2008-01-01 08:00:00,138.0,441.0,66.0,-8.86,7.74,0.0,9.413791,133.11206,73.83785,0.0,,138.0,122.531525,78.619644,0.209653,82.61966,77.56873,0.004050591,71.91003,74.253685,0.0012906512,143.2417,143.24953,206374.52,-6.1504507,198840.42,220477.89,203502.45,0.0,0.0,203290.97,698.6498,0.0,0.0,78.09105,0.0,203212.89,697.65497,199148.62,198152.875
10,2008-01-01 09:00:00,250.0,408.0,133.0,-9.23,7.74,0.0,16.70786,145.14267,65.18102,0.0,,250.0,170.82591,151.39153,0.37980616,144.09999,149.36789,0.0073380275,134.14012,142.98436,0.0023381363,271.5843,271.58072,391252.25,-4.09308,386018.5,424248.7,405048.4,0.0,0.0,404282.44,727.2958,0.0,0.0,1013.80646,0.0,403268.62,722.42365,395203.25,393227.21875
11,2008-01-01 10:00:00,62.0,0.0,62.0,-9.46,7.74,0.0,21.963018,158.67049,58.7727,0.0,,62.0,0.0,60.372555,0.09419193,0.0,59.56556,0.0018198307,0.0,57.01991,0.0005798578,55.880077,55.87994,80502.555,-8.403037,73216.43,81999.18,78561.98,0.0,0.0,78531.44,706.7852,0.0,0.0,0.0,0.0,78531.44,706.7852,76960.81,76576.0078125
12,2008-01-01 11:00:00,70.0,0.0,70.0,-9.69,8.78,0.0,24.659153,173.41154,55.411407,0.0,,70.0,0.0,68.29909,0.10634573,0.0,67.38614,0.0020546478,0.0,64.50626,0.00065467815,63.216778,63.216537,91073.09,-8.569758,83621.25,93682.81,89802.52,0.0,0.0,89762.94,710.0676,0.0,0.0,0.0,0.0,89762.94,710.0676,87967.68,87527.8359375
13,2008-01-01 12:00:00,78.0,0.0,78.0,-9.92,8.78,0.0,24.467844,188.58688,55.65783,0.0,,78.0,0.0,76.35586,0.118499525,0.0,75.33521,0.0022894645,0.0,72.115616,0.0007294985,70.67402,70.67417,101815.8,-8.6676035,94236.016,105581.31,101122.484,0.0,0.0,101072.63,712.4931,0.0,0.0,0.0,0.0,101072.63,712.4931,99051.18,98555.9296875
14,2008-01-01 13:00:00,257.0,248.0,167.0,-10.12,8.78,0.0,21.414024,203.20555,59.46681,0.0,,257.0,125.23359,185.31616,0.39044076,105.64759,182.83904,0.007543492,100.53235,175.02505,0.002403604,270.0486,270.04794,389048.62,-5.334559,383780.56,423377.78,404429.7,0.0,0.0,403672.22,729.5716,0.0,0.0,1588.3204,0.0,402083.9,723.43005,394042.22,392072.0
15,2008-01-01 14:00:00,174.0,216.0,115.0,-10.31,9.8,0.0,15.862457,216.54549,66.22095,0.0,,174.0,87.03591,128.44366,0.2643451,59.753834,126.72676,0.005107267,55.33177,121.310844,0.0016273428,173.11136,173.10957,249391.39,-7.4300504,242235.56,269439.97,256428.95,0.0,0.0,256122.86,727.2616,0.0,0.0,643.3183,0.0,255479.53,722.7862,250369.94,249118.09375
16,2008-01-01 15:00:00,122.0,308.0,77.0,-10.5,9.8,0.0,8.343481,228.38753,75.120094,0.0,,122.0,79.63582,90.17177,0.18534541,53.820053,88.96644,0.0035809574,46.031822,85.16429,0.0011410104,128.5733,128.57791,185234.16,-8.360905,177556.64,198313.94,185263.55,0.0,0.0,185098.2,717.0366,0.0,0.0,208.0348,0.0,184890.17,714.3641,181192.38,180286.40625
17,2008-01-01 16:00:00,7.0,72.0,4.0,-11.15,9.8,0.0,-0.62033665,238.91145,85.48274,0.0,,7.0,2.7158403,4.0027676,0.010634573,0.0,3.9492629,0.0,0.0,3.7804835,0.0,3.7048738,3.7048514,5337.386,-11.088364,2091.1694,2041.8176,2027.0323,0.0,0.0,2026.9921,502.48218,0.0,0.0,0.0,111.416756,1915.5753,555.15955,1877.2638,1867.8775634765625
18,2008-01-01 17:00:00,0.0,0.0,0.0,-11.8,10.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2008-01-01 18:00:00,0.0,0.0,0.0,-12.46,10.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2008-01-01 19:00:00,0.0,0.0,0.0,-13.0,10.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2008-01-01 20:00:00,0.0,0.0,0.0,-13.55,9.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2008-01-01 21:00:00,0.0,0.0,0.0,-14.09,9.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2008-01-01 22:00:00,0.0,0.0,0.0,-14.58,9.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2008-01-01 23:00:00,0.0,0.0,0.0,-15.07,7.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2008-01-02 00:00:00,0.0,0.0,0.0,-15.55,7.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2008-01-02 01:00:00,0.0,0.0,0.0,-15.72,7.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2008-01-02 02:00:00,0.0,0.0,0.0,-15.89,8.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2008-01-02 03:00:00,0.0,0.0,0.0,-16.06,8.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2008-01-02 04:00:00,0.0,0.0,0.0,-15.8,8.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2008-01-02 05:00:00,0.0,0.0,0.0,-15.54,7.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2008-01-02 06:00:00,0.0,0.0,0.0,-15.29,7.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2008-01-02 07:00:00,5.0,0.0,5.0,-14.59,7.76,0.0,0.5986825,122.30289,84.06979,0.0,,5.0,0.0,4.8468757,0.0075961235,0.0,4.782088,0.00014676055,0.0,4.577716,4.6762725e-05,4.4862075,4.4861994,6462.9854,-14.505251,2980.0156,2970.6606,2915.8875,0.0,0.0,2915.828,593.9423,0.0,0.0,0.0,15.99842,2899.8293,602.29614,2841.8328,2827.62353515625
33,2008-01-02 08:00:00,54.0,0.0,54.0,-13.89,6.75,0.0,9.418134,132.97293,73.85166,0.0,,54.0,0.0,54.318054,0.082038134,0.0,53.591988,0.0015850139,0.0,51.30163,0.00050503743,50.276093,50.27592,72429.82,-12.877365,65301.1,74147.45,70990.77,0.0,0.0,70966.46,714.6518,0.0,0.0,-0.22817723,0.0,70966.69,714.5946,69547.36,69199.6171875
34,2008-01-02 09:00:00,161.0,121.0,126.0,-13.19,6.75,0.0,16.733028,145.00153,65.17078,0.0,,161.0,51.04683,136.62979,0.24459517,43.06049,134.80347,0.0047256895,40.086227,129.04237,0.0015057598,165.74751,165.74524,238780.03,-9.851634,231512.36,259448.14,248677.22,0.0,0.0,248393.83,733.64966,0.0,0.0,1006.39325,0.0,247387.42,726.69855,242439.69,241227.484375
35,2008-01-02 10:00:00,265.0,270.0,164.0,-12.47,6.75,0.0,22.012465,158.53195,58.73287,0.0,,265.0,139.86327,181.78093,0.40259454,117.98149,179.35107,0.007778309,112.51496,171.68616,0.0024784245,278.51953,278.5125,401241.22,-6.8603263,396162.53,438977.16,420109.34,0.0,0.0,419298.1,732.87744,0.0,0.0,1944.3846,0.0,417353.72,725.497,409006.66,406961.625
36,2008-01-02 11:00:00,403.0,638.0,137.0,-11.74,6.91,0.0,24.734047,173.28423,55.33932,0.0,,403.0,361.5577,158.78574,0.6122475,304.99155,156.66325,0.0118289,293.42706,149.96794,0.0037690755,434.5308,434.5345,626013.7,-3.076651,624570.06,683245.06,652827.3,0.0,0.0,650857.25,728.6028,0.0,0.0,2218.2908,0.0,648638.94,723.1865,635666.2,632487.8125
37,2008-01-02 12:00:00,350.0,458.0,160.0,-11.02,6.91,0.0,24.565859,188.48018,55.5568,0.0,,350.0,258.4841,182.42542,0.5317286,218.05829,179.98694,0.010273239,209.6841,172.29485,0.0032733907,374.3426,374.333,539281.3,-3.556893,536438.7,587940.1,562843.94,0.0,0.0,561368.0,727.4951,0.0,0.0,1642.2021,0.0,559725.8,722.6512,548531.25,545788.625
38,2008-01-02 13:00:00,370.0,707.0,111.0,-10.47,6.91,0.0,21.529875,203.12476,59.345337,0.0,,370.0,359.83456,130.22049,0.56211317,303.55795,128.47984,0.01086028,288.96725,122.989006,0.0034604417,403.72052,403.70227,581594.94,-2.4213557,579441.0,632761.1,605478.25,0.0,0.0,603765.94,726.028,0.0,0.0,1268.6056,0.0,602497.4,722.07947,590447.4,587495.1875
39,2008-01-02 14:00:00,263.0,693.0,72.0,-9.92,6.99,0.0,15.990031,216.49002,66.08815,0.0,,263.0,281.0401,86.972984,0.3995561,192.99274,85.81042,0.0077196048,178.83554,82.14314,0.0024597193,255.76152,255.7649,368469.22,-4.8467083,362893.75,399793.6,378546.38,0.0,0.0,377869.94,724.8818,0.0,0.0,944.3161,0.0,376925.62,720.1838,369387.12,367540.1875
40,2008-01-02 15:00:00,124.0,484.0,52.0,-9.38,6.99,0.0,8.4776945,228.35323,74.98254,0.0,,124.0,126.547356,63.08644,0.18838386,85.594406,62.243164,0.0036396615,73.357346,59.583084,0.0011597156,130.28276,130.29532,187707.02,-6.795493,180053.38,200121.1,186086.66,0.0,0.0,185914.38,707.01105,0.0,0.0,52.942116,0.0,185861.44,706.07404,182144.2,181233.484375
41,2008-01-02 16:00:00,8.0,117.0,3.0,-10.05,6.99,0.0,-0.48291898,238.89343,85.34418,0.0,,8.0,4.664946,3.1097865,0.012153798,0.0,3.068218,0.0,0.0,2.9370918,0.0,2.87835,2.8783684,4146.712,-9.992906,1273.0472,1237.8848,1234.2607,0.0,0.0,1234.2339,374.78644,0.0,0.0,0.0,355.27545,878.9584,550.0,861.3792,857.0723266601562
42,2008-01-02 17:00:00,0.0,0.0,0.0,-10.72,6.88,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2008-01-02 18:00:00,0.0,0.0,0.0,-11.39,6.88,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2008-01-02 19:00:00,0.0,0.0,0.0,-11.9,6.88,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2008-01-02 20:00:00,0.0,0.0,0.0,-12.4,6.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2008-01-02 21:00:00,0.0,0.0,0.0,-12.91,6.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2008-01-02 22:00:00,0.0,0.0,0.0,-13.72,6.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2008-01-02 23:00:00,0.0,0.0,0.0,-14.52,4.39,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2008-01-03 00:00:00,0.0,0.0,0.0,-15.33,4.39,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2008-01-03 01:00:00,0.0,0.0,0.0,-15.48,4.39,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2008-01-03 02:00:00,0.0,0.0,0.0,-15.63,4.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2008-01-03 03:00:00,0.0,0.0,0.0,-15.78,4.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2008-01-03 04:00:00,0.0,0.0,0.0,-15.68,4.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2008-01-03 05:00:00,0.0,0.0,0.0,-15.58,3.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2008-01-03 06:00:00,0.0,0.0,0.0,-15.48,3.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2008-01-03 07:00:00,12.0,87.0,8.0,-14.88,3.74,0.0,0.59272844,122.16197,84.09647,0.0,,12.0,4.7289095,8.508272,0.018230697,0.1425604,8.394543,0.00035222532,0.08038595,8.035786,0.00011223054,7.953958,7.9536133,11458.353,-14.685273,7284.589,7925.447,7638.8965,0.0,0.0,7638.5464,645.07404,0.0,0.0,0.0,0.0,7638.5464,645.07404,7485.776,7448.3466796875
57,2008-01-03 08:00:00,138.0,289.0,90.0,-14.27,6.09,0.0,9.42919,132.83025,73.859314,0.0,,138.0,81.45008,103.98291,0.209653,54.92409,102.59297,0.004050591,47.79175,98.208466,0.0012906512,143.08147,143.08325,206134.31,-11.263619,198589.05,223640.02,208125.3,0.0,0.0,207922.31,725.8726,0.0,0.0,725.86426,0.0,207196.45,719.7684,203052.53,202037.265625
58,2008-01-03 09:00:00,200.0,255.0,127.0,-13.67,6.09,0.0,16.765314,144.8578,65.153786,0.0,,200.0,106.33806,141.6667,0.30384493,89.70134,139.77304,0.005870422,83.51235,133.79958,0.001870509,212.96751,212.9738,306821.7,-9.195121,300359.03,335537.9,320043.38,0.0,0.0,319576.66,735.48285,0.0,0.0,1898.766,0.0,317677.9,726.7456,311324.34,309767.71875
59,2008-01-03 10:00:00,182.0,53.0,162.0,-12.35,6.09,0.0,22.06933,158.39214,58.685787,0.0,,182.0,27.665262,167.49512,0.27649888,23.336996,165.25621,0.005342084,22.258743,158.19366,0.0017021631,176.84503,176.84503,254771.83,-8.634237,247671.3,276459.56,264594.97,0.0,0.0,264272.22,731.9099,0.0,0.0,1055.3392,0.0,263216.88,725.05853,257952.55,256662.78125
60,2008-01-03 11:00:00,199.0,26.0,188.0,-11.03,9.83,0.0,24.816439,173.15726,55.25979,0.0,,199.0,14.935032,191.88155,0.30232573,12.598428,189.31668,0.00584107,12.122945,181.22586,0.0018611564,189.48366,189.484,272977.84,-7.8834434,266085.78,296253.72,283583.7,0.0,0.0,283211.88,730.8199,0.0,0.0,1081.2703,0.0,282130.6,724.3193,276488.0,275105.5625
61,2008-01-03 12:00:00,176.0,26.0,165.0,-9.71,9.83,0.0,24.67113,188.37558,55.448612,0.0,,176.0,14.945995,167.01886,0.26738355,12.608505,164.78633,0.0051659713,12.127355,157.74387,0.0016460479,166.4754,166.47646,239834.73,-6.9455047,232578.0,258365.78,246835.6,0.0,0.0,246550.27,726.5271,0.0,0.0,485.1837,0.0,246065.08,722.3851,241143.78,239938.0625
62,2008-01-03 13:00:00,373.0,525.0,180.0,-8.94,9.83,0.0,21.652447,203.04759,59.21745,0.0,,373.0,267.69742,202.57097,0.56667084,225.83067,199.8632,0.010948337,215.059,191.32167,0.0034884992,398.25647,398.26483,573764.25,-2.3264446,571484.0,623930.9,596433.44,0.0,0.0,594767.2,725.48474,0.0,0.0,1199.9595,0.0,593567.25,721.3549,581695.9,578787.375
63,2008-01-03 14:00:00,214.0,402.0,103.0,-8.17,9.94,0.0,16.12362,216.43932,65.949905,0.0,,214.0,162.8904,119.04634,0.32511407,111.88541,117.45505,0.006281351,103.75259,112.43538,0.0020014446,211.86617,211.88203,305252.25,-4.675189,298773.03,329263.44,311567.38,0.0,0.0,311109.7,723.60754,0.0,0.0,483.02817,0.0,310626.7,720.3327,304414.12,302892.0625
64,2008-01-03 15:00:00,126.0,380.0,69.0,-7.41,9.94,0.0,8.617185,228.32446,74.84049,0.0,,126.0,99.484215,81.74029,0.19142231,67.30594,80.647675,0.0036983658,57.802387,77.201035,0.0011784206,132.3045,132.30109,190597.45,-5.227808,182952.58,202363.61,188534.89,0.0,0.0,188357.62,706.14606,0.0,0.0,31.800203,0.0,188325.83,705.42114,184559.31,183636.515625
65,2008-01-03 16:00:00,1.0,57.0,0.0,-7.6,9.94,0.0,-0.34089255,238.88148,85.20196,0.0,,1.0,0.96142304,0.0,0.0015192247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0
66,2008-01-03 17:00:00,0.0,0.0,0.0,-7.8,11.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2008-01-03 18:00:00,0.0,0.0,0.0,-7.99,11.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2008-01-03 19:00:00,0.0,0.0,0.0,-8.09,11.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2008-01-03 20:00:00,0.0,0.0,0.0,-8.18,10.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2008-01-03 21:00:00,0.0,0.0,0.0,-8.28,10.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2008-01-03 22:00:00,0.0,0.0,0.0,-8.42,10.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2008-01-03 23:00:00,0.0,0.0,0.0,-8.57,9.81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2008-01-04 00:00:00,0.0,0.0,0.0,-8.71,9.81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2008-01-04 01:00:00,0.0,0.0,0.0,-8.81,9.81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2008-01-04 02:00:00,0.0,0.0,0.0,-8.91,8.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2008-01-04 03:00:00,0.0,0.0,0.0,-9.01,8.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2008-01-04 04:00:00,0.0,0.0,0.0,-8.69,8.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2008-01-04 05:00:00,0.0,0.0,0.0,-8.37,7.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2008-01-04 06:00:00,0.0,0.0,0.0,-8.04,7.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2008-01-04 07:00:00,4.0,0.0,4.0,-7.92,7.1,0.0,0.5931141,122.016884,84.11753,0.0,,4.0,0.0,3.868597,0.006076899,0.0,3.8168857,0.00011740844,0.0,3.6537638,3.741018e-05,3.5807252,3.5807297,5158.6147,-7.8494687,1958.0243,1913.4583,1899.8456,0.0,0.0,1899.8079,486.84097,0.0,0.0,0.0,143.9131,1755.8948,550.21515,1720.7769,1712.1729736328125
81,2008-01-04 08:00:00,51.0,0.0,51.0,-7.8,8.48,0.0,9.446982,132.6841,73.86079,0.0,,51.0,0.0,51.005775,0.07748046,0.0,50.323982,0.0014969576,0.0,48.17329,0.0004769798,47.210293,47.210068,68013.67,-6.9475904,60984.016,67997.6,65062.92,0.0,0.0,65041.44,698.9666,0.0,0.0,0.0,0.0,65041.44,698.9666,63740.61,63421.90625
82,2008-01-04 09:00:00,279.0,445.0,151.0,-7.68,8.48,0.0,16.804724,144.7116,65.13003,0.0,,279.0,186.19763,168.89766,0.42386368,157.06677,166.64,0.008189239,146.24661,159.51833,0.00260936,299.6522,299.65875,431703.84,-2.2694578,427107.72,466653.75,446316.44,0.0,0.0,445377.3,722.9245,0.0,0.0,584.2198,0.0,444793.1,720.4349,435897.22,433717.75
83,2008-01-04 10:00:00,264.0,244.0,172.0,-6.56,8.48,0.0,22.133606,158.25113,58.631466,0.0,,264.0,127.10686,190.64653,0.40107533,107.22083,188.09816,0.007748957,102.28289,180.05942,0.002469072,276.69788,276.69397,398621.56,-1.5641025,393502.06,429140.03,410595.84,0.0,0.0,409795.6,720.738,0.0,0.0,184.9268,0.0,409610.66,719.1141,401418.44,399411.34375
84,2008-01-04 11:00:00,241.0,106.0,196.0,-5.45,5.5,0.0,24.906296,173.03075,55.17284,0.0,,241.0,61.024597,204.76059,0.36613315,51.477222,202.02356,0.0070738583,49.54426,193.3897,0.0022539634,238.07748,238.08113,342990.38,-0.25356773,337031.38,366271.7,350772.6,0.0,0.0,350180.47,715.5705,0.0,0.0,-4.747225,0.0,350185.22,715.47406,343181.53,341465.625
85,2008-01-04 12:00:00,257.0,153.0,193.0,-4.33,5.5,0.0,24.783607,188.27318,55.333317,0.0,,257.0,86.84149,208.31595,0.39044076,73.25985,205.53139,0.007543492,70.483,196.7476,0.002403604,261.88837,261.88525,377288.12,1.3859881,371839.34,401921.2,385300.47,0.0,0.0,384580.88,712.9099,0.0,0.0,-2.0515523,0.0,384582.9,712.8489,376891.25,375006.8125
86,2008-01-04 13:00:00,230.0,175.0,165.0,-3.55,5.5,0.0,21.781673,202.97415,59.083214,0.0,,230.0,90.00039,178.0424,0.34942168,75.92471,175.66252,0.006750985,72.33229,168.15524,0.0021510853,235.67989,235.68213,339538.4,1.5940708,333529.94,360404.84,344477.22,0.0,0.0,343898.72,711.66125,0.0,0.0,0.0,0.0,343898.72,711.66125,337020.75,335335.65625
87,2008-01-04 14:00:00,176.0,197.0,121.0,-2.77,7.08,0.0,16.26314,216.39348,65.806305,0.0,,176.0,80.486755,134.98119,0.26738355,55.284374,133.1769,0.0051659713,51.30368,127.48532,0.0016460479,175.21484,175.20816,252414.38,0.6855433,245290.28,266083.47,253750.0,0.0,0.0,253433.73,709.1493,0.0,0.0,0.0,0.0,253433.73,709.1493,248365.06,247123.234375
88,2008-01-04 15:00:00,110.0,231.0,75.0,-2.0,7.08,0.0,8.761858,228.30128,74.694046,0.0,,110.0,60.65246,86.721924,0.16711472,41.041092,85.56271,0.0032287322,35.319424,81.90603,0.0010287799,114.88195,114.88792,165513.2,0.2658773,157753.64,171601.83,161249.05,0.0,0.0,161115.12,694.1483,0.0,0.0,0.0,0.0,161115.12,694.1483,157892.83,157103.359375
89,2008-01-04 16:00:00,1.0,83.0,0.0,-1.98,7.08,0.0,-0.19435808,238.87564,85.05619,0.0,,1.0,0.99055964,0.0,0.0015192247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.98,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0
90,2008-01-04 17:00:00,0.0,0.0,0.0,-1.97,7.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2008-01-04 18:00:00,0.0,0.0,0.0,-1.96,7.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2008-01-04 19:00:00,0.0,0.0,0.0,-1.83,7.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2008-01-04 20:00:00,0.0,0.0,0.0,-1.69,8.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2008-01-04 21:00:00,0.0,0.0,0.0,-1.56,8.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2008-01-04 22:00:00,0.0,0.0,0.0,-1.53,8.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2008-01-04 23:00:00,0.0,0.0,0.0,-1.49,9.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2008-01-05 00:00:00,0.0,0.0,0.0,-1.46,9.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2008-01-05 01:00:00,0.0,0.0,0.0,-1.12,9.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2008-01-05 02:00:00,0.0,0.0,0.0,-0.77,8.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2008-01-05 03:00:00,0.0,0.0,0.0,-0.43,8.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2008-01-05 04:00:00,0.0,0.0,0.0,-0.25,8.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2008-01-05 05:00:00,0.0,0.0,0.0,-0.07,8.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2008-01-05 06:00:00,0.0,0.0,0.0,0.11,8.28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2008-01-05 07:00:00,12.0,82.0,8.0,0.29,8.28,0.0,0.59987444,121.867714,84.13291,0.0,,12.0,4.69982,8.494903,0.018230697,0.14220531,8.381351,0.00035222532,0.07975786,8.023158,0.00011223054,7.9409676,7.940974,11440.127,0.43518654,7268.4155,7694.85,7428.5044,0.0,0.0,7428.1304,605.97845,0.0,0.0,0.0,1.4234431,7426.707,608.1267,7278.173,7241.7822265625
105,2008-01-05 08:00:00,138.0,270.0,93.0,0.48,8.8,0.0,9.471528,132.5346,73.85605,0.0,,138.0,76.036194,107.41986,0.209653,51.264908,105.98398,0.004050591,44.60956,101.45455,0.0012906512,143.14409,143.1451,206220.8,3.0134742,198675.14,214072.44,199853.94,0.0,0.0,199647.66,690.4306,0.0,0.0,0.0,0.0,199647.66,690.4306,195654.7,194676.4375
106,2008-01-05 09:00:00,53.0,0.0,53.0,0.66,8.8,0.0,16.85126,144.56297,65.0995,0.0,,53.0,0.0,51.580746,0.08051891,0.0,50.89127,0.0015556618,0.0,48.71633,0.00049568486,47.742493,47.742096,68779.13,1.5049703,61731.53,67001.43,64328.094,0.0,0.0,64305.766,677.8577,0.0,0.0,0.0,0.0,64305.766,677.8577,63019.652,62704.5546875
