Proposal Data:  Preliminary Proposal V2 - CA - Cash 
 
Proposal Date:,,,2021-10-14 
Tax Type:,,,Before Tax 
Owner Sector:,,,Commercial 
Federal Income Tax Rate:,,,0.21 
State Income Tax Rate:,,,0.08 
Discount Rate:,,,0.05 
Electricity Escalation Rate:,,,0.03 
 
Proposal Summary Table,,,"IRR - Term","LCOE PV Generation","Net Present Value","Payback Period","Total Payments","Total Incentives","Net Payments","Electric Bill Savings - Term","Upfront Payment" 
Cash Purchase,,,0.2457,0.0218,5968484.7995,3.768,2542125.6,1125399.0031,1416726.5969,15833210.038,2542125.6 
 
 
 
Facility 1 Data:  California 
 
Project Cost and Utility Data,,,,,Solar PV System Data,,,,,Energy Storage System Data,,,,,FacilityLocation,,,,,Rate Schedules 
Total Project Cost,,,2542125.6,,Solar PV System Data,,,2542125.6,,Energy Storage System Data,,,0,,Street 1,,,4010 E 26th St,,Utility,,,City of Vernon Gas and Electric 
Total Incentive Savings,,,1125399.0031,,Net System Cost,,,1416726.5969,,Net System Cost,,,0,,Street 2,,,-,,Current Rate Schedule,,,"TOU-V (Effective Date: 8/1/21)" 
Net Project Cost,,,1416726.5969,,Power Rating (kW-DC),,,1345.04,,Total Energy Capacity (kWh),,,0,,City,,,Vernon,,New Rate Schedule,,,"TOU-V (Effective Date: 8/1/21)" 
Energy Consumption Year 1,,,29705957,,Power Rating (kW-AC),,,1147.4537,,Max Discharge Power (kW),,,0,,State,,,CA 
Net Energy Consumption Year 1,,,27374719,,Power Rating (W-DC),,,1345040,,2hr Power Rating (kW),,,0,,Postal Code,,,90058 
Utility Blended Cost Per kWh,,,0.1624,,Power Rating (W-AC),,,1147453.7,,Degradation Rate,,,0 
Average Load Factor,,,0.7157,,Degradation Rate,,,0.005,,ESS Energy Discharge Year 1,,,0 
Energy Cost Before,,,3138252.23,,PV Generation Year 1 (kWh),,,2331241,,ESS Energy Consumption  (loss) Year 1,,,0 
Energy Cost After,,,2881151.25,,PV kWh/kW-DC,,,1733.2131,,Blended Savings per kW,,,0 
Total Energy Savings,,,257100.98,,Blended Savings per kWh,,,0.1558,,Blended Savings per kWh,,,0 
Demand Cost Before,,,1673435.54,,PV Generation Percent Exported,,,0 
Demand Cost After,,,1567441.27 
Total Demand Savings,,,105994.27 
Electric Bill Cost Before,,,4824888.03 
Electric Bill Cost After,,,4461792.78 
Total Electric Bill Savings,,,363095.25 
 
PV Array Data,,,Array 1,Array 2,Array 3 
Cost,,,993932.1,715988.7,832204.8 
Power Rating (kW-DC),,,525.89,378.83,440.32 
Power Rating (kW-AC),,,448.6368,323.1799,375.637 
Degradation Rate,,,0.005,0.005,0.005 
Tilt,,,10,10,10 
Azimth,,,202.23,202.15,202.06 
 
 
 
Transaction 1 Data:  Cash Purchase 
 
Term,,,30,,30 Year Demand Savings,,,4622009.0727 
10 Year IRR,,,0.2062,,30 Year Energy Savings,,,11211200.9654 
20 Year IRR,,,0.2419,,30 Year Electric Bill Savings,,,15833210.038 
30 Year IRR,,,0.2457,,30 Year PV Generation,,,64866772.4635 
LCOE Before,,,0.2576,,30 Year ESS Discharge,,,0 
LCOE After,,,0.2398,,30 Year ESS Consumption (loss),,,0 
LCOE PV,,,0.0218,,Total Payments,,,2542125.6 
30 Year NPV,,,5968484.7995,,Total Incentives,,,1125399.0031 
Payback Period,,,3.768,,Net Payments,,,1416726.5969 
30 Year ROI,,,5.671 
 
Years,,,,Upfront,Year 1,Year 2,Year 3,Year 4,Year 5,Year 6,Year 7,Year 8,Year 9,Year 10,Year 11,Year 12,Year 13,Year 14,Year 15,Year 16,Year 17,Year 18,Year 19,Year 20,Year 21,Year 22,Year 23,Year 24,Year 25,Year 26,Year 27,Year 28,Year 29,Year 30,Totals 
Energy 
PV Generation,,,,0,2331240.6995,2319584.496,2307928.2925,2296272.089,2284615.8855,2272959.682,2261303.4785,2249647.275,2237991.0715,2226334.868,2214678.6645,2203022.461,2191366.2575,2179710.054,2168053.8505,2156397.647,2144741.4435,2133085.24,2121429.0365,2109772.833,2098116.6296,2086460.4261,2074804.2226,2063148.0191,2051491.8156,2039835.6121,2028179.4086,2016523.2051,2004867.0016,1993210.7981 
Cash 
Project Costs,,,,-2542125.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2542125.6 
Energy Savings,,,,0,257100.98,263489.939353,270030.84538518,276727.0648338731,283582.0296886412,290599.2380763448,297782.25514059083,305134.71391442296,312660.3161850585,320362.83334940916,328246.1072590543,336314.0510532637,344570.6499785925,353019.96219349315,361666.119556307,370513.3283949156,379565.8702562401,388828.10263368854,398304.4596705533,407999.4528372596,417917.67158026487,428063.78394029685,438442.53713750857,449058.75812100666,459917.35408009094,471023.3129144113,482381.70366011886,493997.6768689459,505876.4649370084,518023.3823799726 
Demand Savings,,,,0,105994.27,108628.2276095,111324.82783257,114085.45866417565,116911.53500062834,119804.4990044704,122765.82046704246,125796.9971682648,128899.55523314016,132075.04948445657,135325.06379114217,138651.21141169284,142055.1353320646,145538.5085973881,149103.0346368321,152750.4475809052,156482.51257044947,160301.0260565436,164207.81609048997,168204.74260302223,172293.697671825,176476.60577641317,180755.42403937204,185132.14245290964,189608.7840896241,194187.40529633375,198870.09586976536,203658.97921283616,208556.21247020838,213563.98664173143 
Electric Bill Savings,,,,0,363095.25,372118.1669625,381355.67321775,390812.5234980487,400493.56468926946,410403.73708081513,420548.07560763333,430931.7110826878,441559.8714181986,452437.8828338657,463571.17105019646,474965.26246495656,486625.7853106571,498558.47079088126,510769.15419313905,523263.7759758208,536048.3828266895,549129.128690232,562512.2757610432,576204.1954402818,590211.3692520899,604540.3897167101,619197.9611768806,634190.9005739163,649526.138169715,665210.718210745,681251.7995298841,697656.656081782,714432.6774072167,731587.369021704,15833210.038 
Cash,,,,-2542125.6,363095.25,372118.1669625,381355.67321775,390812.5234980487,400493.56468926946,410403.73708081513,420548.07560763333,430931.7110826878,441559.8714181986,452437.8828338657,463571.17105019646,474965.26246495656,486625.7853106571,498558.47079088126,510769.15419313905,523263.7759758208,536048.3828266895,549129.128690232,562512.2757610432,576204.1954402818,590211.3692520899,604540.3897167101,619197.9611768806,634190.9005739163,649526.138169715,665210.718210745,681251.7995298841,697656.656081782,714432.6774072167,731587.369021704,13291084.438000001 
State Taxes 
Change in State Tax Liability,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 
Federal Taxes 
Income Decrease (Federal - 100% Bonus Depreciation),,,,0,2211649.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211649.272 
Change in Taxable Income,,,,0,2211649.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211649.272 
Federal Tax Liability,,,,0,464446.34711999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464446.34711999993 
Federal Tax Credit,,,,0,660952.6560000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660952.6560000001 
Change in Federal Tax Liability,,,,0,1125399.00312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125399.00312 
Total Cash Flow,,,,-2542125.6,1488494.25312,372118.1669625,381355.67321775,390812.5234980487,400493.56468926946,410403.73708081513,420548.07560763333,430931.7110826878,441559.8714181986,452437.8828338657,463571.17105019646,474965.26246495656,486625.7853106571,498558.47079088126,510769.15419313905,523263.7759758208,536048.3828266895,549129.128690232,562512.2757610432,576204.1954402818,590211.3692520899,604540.3897167101,619197.9611768806,634190.9005739163,649526.138169715,665210.718210745,681251.7995298841,697656.656081782,714432.6774072167,731587.369021704,14416483.441155313 
Cumulative Cash Flow,,,,-2542125.6,-1053631.34688,-681513.1799175001,-300157.50669975014,90655.01679829857,491148.58148756804,901552.3185683831,1322100.3941760166,1753032.1052587044,2194591.976676903,2647029.859510769,3110601.0305609656,3585566.293025922,4072192.0783365793,4570750.54912746,5081519.703320599,5604783.47929642,6140831.862123109,6689960.990813341,7252473.266574385,7828677.462014667,8418888.831266757,9023429.220983468,9642627.182160348,10276818.082734264,10926344.22090398,11591554.939114725,12272806.73864461,12970463.394726392,13684896.072133608,14416483.441155313,0 
 
 
 
Interval Data - Units: kW 
 
California,,,,,,,, 
 
Date,Time,Current Demand,Solar PV Power,Battery Power, Battery SOC,Net Demand,, 
8/1/2020,00:00,3206.01932,0,0,0,3206.01932,, 
8/1/2020,00:15,3206.01932,0,0,0,3206.01932,, 
8/1/2020,00:30,3206.01932,0,0,0,3206.01932,, 
8/1/2020,00:45,3206.01932,0,0,0,3206.01932,, 
8/1/2020,01:00,3206.01932,0,0,0,3206.01932,, 
8/1/2020,01:15,3206.01932,0,0,0,3206.01932,, 
8/1/2020,01:30,3206.01932,0,0,0,3206.01932,, 
8/1/2020,01:45,3206.01932,0,0,0,3206.01932,, 
8/1/2020,02:00,3206.01932,0,0,0,3206.01932,, 
8/1/2020,02:15,3206.01932,0,0,0,3206.01932,, 
8/1/2020,02:30,3206.01932,0,0,0,3206.01932,, 
8/1/2020,02:45,3206.01932,0,0,0,3206.01932,, 
8/1/2020,03:00,3206.01932,0,0,0,3206.01932,, 
8/1/2020,03:15,3206.01932,0,0,0,3206.01932,, 
8/1/2020,03:30,3206.01932,0,0,0,3206.01932,, 
8/1/2020,03:45,3206.01932,0,0,0,3206.01932,, 
8/1/2020,04:00,3206.01932,0,0,0,3206.01932,, 
8/1/2020,04:15,3206.01932,0,0,0,3206.01932,, 
8/1/2020,04:30,3206.01932,0,0,0,3206.01932,, 
8/1/2020,04:45,3206.01932,0,0,0,3206.01932,, 
8/1/2020,05:00,3206.01932,0,0,0,3206.01932,, 
8/1/2020,05:15,3206.01932,0,0,0,3206.01932,, 
8/1/2020,05:30,3206.01932,0,0,0,3206.01932,, 
8/1/2020,05:45,3161.04451,0,0,0,3161.04451,, 
8/1/2020,06:00,3116.06969,0,0,0,3116.06969,, 
8/1/2020,06:15,3071.09488,0,0,0,3071.09488,, 
8/1/2020,06:30,3026.12006,0,0,0,3026.12006,, 
8/1/2020,06:45,3036.34073,2.43988,0,0,3033.90085,, 
8/1/2020,07:00,3046.5614,4.87976,0,0,3041.6816400000002,, 
8/1/2020,07:15,3056.78207,7.31964,0,0,3049.46243,, 
8/1/2020,07:30,3067.00274,9.75952,0,0,3057.24322,, 
8/1/2020,07:45,3073.12129,23.46125,0,0,3049.66004,, 
8/1/2020,08:00,3079.23983,37.16298,0,0,3042.07685,, 
8/1/2020,08:15,3085.35838,50.86471,0,0,3034.4936700000003,, 
8/1/2020,08:30,3091.47693,64.56644,0,0,3026.9104899999998,, 
8/1/2020,08:45,3150.12764,89.84637,0,0,3060.28127,, 
8/1/2020,09:00,3208.77835,115.1263,0,0,3093.65205,, 
8/1/2020,09:15,3267.42906,140.40624,0,0,3127.02282,, 
8/1/2020,09:30,3326.07977,165.68617,0,0,3160.3936,, 
8/1/2020,09:45,3326.07977,226.69625,0,0,3099.38352,, 
8/1/2020,10:00,3326.07977,287.70632,0,0,3038.37345,, 
8/1/2020,10:15,3326.07977,348.71639,0,0,2977.36338,, 
8/1/2020,10:30,3326.07977,409.72647,0,0,2916.3532999999998,, 
8/1/2020,10:45,3326.07977,528.63476,0,0,2797.44501,, 
8/1/2020,11:00,3326.07977,647.54305,0,0,2678.53672,, 
8/1/2020,11:15,3326.07977,766.45134,0,0,2559.6284299999998,, 
8/1/2020,11:30,3326.07977,885.35963,0,0,2440.72014,, 
8/1/2020,11:45,3261.40779,912.76972,0,0,2348.63807,, 
8/1/2020,12:00,3196.7358,940.17981,0,0,2256.55599,, 
8/1/2020,12:15,3132.06381,967.58991,0,0,2164.4739,, 
8/1/2020,12:30,3067.39183,995,0,0,2072.39183,, 
8/1/2020,12:45,3068.0845,995,0,0,2073.0845,, 
8/1/2020,13:00,3068.77718,995,0,0,2073.77718,, 
8/1/2020,13:15,3069.46985,995,0,0,2074.46985,, 
8/1/2020,13:30,3070.16253,995,0,0,2075.16253,, 
8/1/2020,13:45,3070.91788,995,0,0,2075.91788,, 
8/1/2020,14:00,3071.67324,995,0,0,2076.67324,, 
8/1/2020,14:15,3072.42859,995,0,0,2077.42859,, 
8/1/2020,14:30,3073.18395,995,0,0,2078.18395,, 
8/1/2020,14:45,3073.83323,995,0,0,2078.83323,, 
8/1/2020,15:00,3074.4825,995,0,0,2079.4825,, 
8/1/2020,15:15,3075.13178,995,0,0,2080.13178,, 
8/1/2020,15:30,3075.78106,995,0,0,2080.78106,, 
8/1/2020,15:45,3054.37085,984.54586,0,0,2069.82499,, 
8/1/2020,16:00,3032.96064,974.09172,0,0,2058.86892,, 
8/1/2020,16:15,3011.55042,963.63758,0,0,2047.91284,, 
8/1/2020,16:30,2990.14021,953.18344,0,0,2036.95677,, 
8/1/2020,16:45,2990.14021,902.00248,0,0,2088.13773,, 
8/1/2020,17:00,2990.14021,850.82153,0,0,2139.31868,, 
8/1/2020,17:15,2990.14021,799.64058,0,0,2190.4996300000003,, 
8/1/2020,17:30,2990.14021,748.45963,0,0,2241.68058,, 
8/1/2020,17:45,2990.14021,679.83876,0,0,2310.30145,, 
8/1/2020,18:00,2990.14021,611.21789,0,0,2378.92232,, 
8/1/2020,18:15,2990.14021,542.59702,0,0,2447.54319,, 
8/1/2020,18:30,2990.14021,473.97616,0,0,2516.16405,, 
8/1/2020,18:45,3008.13014,412.42023,0,0,2595.70991,, 
8/1/2020,19:00,3026.12006,350.8643,0,0,2675.25576,, 
8/1/2020,19:15,3044.10999,289.30837,0,0,2754.8016199999997,, 
8/1/2020,19:30,3062.09991,227.75244,0,0,2834.3474699999997,, 
8/1/2020,19:45,3098.07977,174.35081,0,0,2923.72896,, 
8/1/2020,20:00,3134.05962,120.94918,0,0,3013.11044,, 
8/1/2020,20:15,3170.03947,67.54755,0,0,3102.4919200000004,, 
8/1/2020,20:30,3206.01932,14.14592,0,0,3191.8734,, 
8/1/2020,20:45,3206.01932,10.60944,0,0,3195.4098799999997,, 
8/1/2020,21:00,3206.01932,7.07296,0,0,3198.94636,, 
8/1/2020,21:15,3206.01932,3.53648,0,0,3202.4828399999997,, 
8/1/2020,21:30,3206.01932,0,0,0,3206.01932,, 
8/1/2020,21:45,3206.01932,0,0,0,3206.01932,, 
8/1/2020,22:00,3206.01932,0,0,0,3206.01932,, 
8/1/2020,22:15,3206.01932,0,0,0,3206.01932,, 
8/1/2020,22:30,3206.01932,0,0,0,3206.01932,, 
8/1/2020,22:45,3206.01932,0,0,0,3206.01932,, 
8/1/2020,23:00,3206.01932,0,0,0,3206.01932,, 
8/1/2020,23:15,3206.01932,0,0,0,3206.01932,, 
8/1/2020,23:30,3206.01932,0,0,0,3206.01932,, 
8/1/2020,23:45,3206.01932,0,0,0,3206.01932,, 
8/2/2020,00:00,3206.01932,0,0,0,3206.01932,, 
8/2/2020,00:15,3206.01932,0,0,0,3206.01932,, 
8/2/2020,00:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,00:45,3206.01932,0,0,0,3206.01932,, 
8/2/2020,01:00,3206.01932,0,0,0,3206.01932,, 
8/2/2020,01:15,3206.01932,0,0,0,3206.01932,, 
8/2/2020,01:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,01:45,3206.01932,0,0,0,3206.01932,, 
8/2/2020,02:00,3206.01932,0,0,0,3206.01932,, 
8/2/2020,02:15,3206.01932,0,0,0,3206.01932,, 
8/2/2020,02:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,02:45,3206.01932,0,0,0,3206.01932,, 
8/2/2020,03:00,3206.01932,0,0,0,3206.01932,, 
8/2/2020,03:15,3206.01932,0,0,0,3206.01932,, 
8/2/2020,03:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,03:45,3206.01932,0,0,0,3206.01932,, 
8/2/2020,04:00,3206.01932,0,0,0,3206.01932,, 
8/2/2020,04:15,3206.01932,0,0,0,3206.01932,, 
8/2/2020,04:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,04:45,3206.01932,0,0,0,3206.01932,, 
8/2/2020,05:00,3206.01932,0,0,0,3206.01932,, 
8/2/2020,05:15,3206.01932,0,0,0,3206.01932,, 
8/2/2020,05:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,05:45,3161.04451,2.72595,0,0,3158.31856,, 
8/2/2020,06:00,3116.06969,5.4519,0,0,3110.61779,, 
8/2/2020,06:15,3071.09488,8.17785,0,0,3062.91703,, 
8/2/2020,06:30,3026.12006,10.90381,0,0,3015.2162500000004,, 
8/2/2020,06:45,3017.1251,30.18849,0,0,2986.93661,, 
8/2/2020,07:00,3008.13014,49.47317,0,0,2958.65697,, 
8/2/2020,07:15,2999.13517,68.75786,0,0,2930.37731,, 
8/2/2020,07:30,2990.14021,88.04254,0,0,2902.09767,, 
8/2/2020,07:45,2990.14021,138.20087,0,0,2851.93934,, 
8/2/2020,08:00,2990.14021,188.35921,0,0,2801.781,, 
8/2/2020,08:15,2990.14021,238.51754,0,0,2751.62267,, 
8/2/2020,08:30,2990.14021,288.67588,0,0,2701.46433,, 
8/2/2020,08:45,2990.14021,321.35854,0,0,2668.78167,, 
8/2/2020,09:00,2990.14021,354.0412,0,0,2636.09901,, 
8/2/2020,09:15,2990.14021,386.72387,0,0,2603.41634,, 
8/2/2020,09:30,2990.14021,419.40653,0,0,2570.7336800000003,, 
8/2/2020,09:45,2990.14021,540.41598,0,0,2449.72423,, 
8/2/2020,10:00,2990.14021,661.42542,0,0,2328.71479,, 
8/2/2020,10:15,2990.14021,782.43487,0,0,2207.70534,, 
8/2/2020,10:30,2990.14021,903.44431,0,0,2086.6959,, 
8/2/2020,10:45,2990.14021,926.33323,0,0,2063.8069800000003,, 
8/2/2020,11:00,2990.14021,949.22216,0,0,2040.91805,, 
8/2/2020,11:15,2990.14021,972.11108,0,0,2018.02913,, 
8/2/2020,11:30,2990.14021,995,0,0,1995.14021,, 
8/2/2020,11:45,2990.14021,995,0,0,1995.14021,, 
8/2/2020,12:00,2990.14021,995,0,0,1995.14021,, 
8/2/2020,12:15,2990.14021,995,0,0,1995.14021,, 
8/2/2020,12:30,2990.14021,995,0,0,1995.14021,, 
8/2/2020,12:45,2990.14021,995,0,0,1995.14021,, 
8/2/2020,13:00,2990.14021,995,0,0,1995.14021,, 
8/2/2020,13:15,2990.14021,995,0,0,1995.14021,, 
8/2/2020,13:30,2990.14021,995,0,0,1995.14021,, 
8/2/2020,13:45,2990.14021,995,0,0,1995.14021,, 
8/2/2020,14:00,2990.14021,995,0,0,1995.14021,, 
8/2/2020,14:15,2990.14021,995,0,0,1995.14021,, 
8/2/2020,14:30,2990.14021,995,0,0,1995.14021,, 
8/2/2020,14:45,2990.14021,987.05683,0,0,2003.08338,, 
8/2/2020,15:00,2990.14021,979.11366,0,0,2011.02655,, 
8/2/2020,15:15,2990.14021,971.17048,0,0,2018.96973,, 
8/2/2020,15:30,2990.14021,963.22731,0,0,2026.9129,, 
8/2/2020,15:45,2990.14021,914.60281,0,0,2075.5374,, 
8/2/2020,16:00,2990.14021,865.97831,0,0,2124.1619,, 
8/2/2020,16:15,2990.14021,817.35381,0,0,2172.7864,, 
8/2/2020,16:30,2990.14021,768.72931,0,0,2221.4109,, 
8/2/2020,16:45,2990.14021,699.7923,0,0,2290.34791,, 
8/2/2020,17:00,2990.14021,630.8553,0,0,2359.28491,, 
8/2/2020,17:15,2990.14021,561.91829,0,0,2428.22192,, 
8/2/2020,17:30,2990.14021,492.98128,0,0,2497.15893,, 
8/2/2020,17:45,2990.14021,427.46797,0,0,2562.67224,, 
8/2/2020,18:00,2990.14021,361.95466,0,0,2628.18555,, 
8/2/2020,18:15,2990.14021,296.44134,0,0,2693.69887,, 
8/2/2020,18:30,2990.14021,230.92803,0,0,2759.21218,, 
8/2/2020,18:45,3008.13014,176.64256,0,0,2831.48758,, 
8/2/2020,19:00,3026.12006,122.35708,0,0,2903.7629800000004,, 
8/2/2020,19:15,3044.10999,68.07161,0,0,2976.03838,, 
8/2/2020,19:30,3062.09991,13.78613,0,0,3048.31378,, 
8/2/2020,19:45,3098.07977,10.3396,0,0,3087.74017,, 
8/2/2020,20:00,3134.05962,6.89307,0,0,3127.16655,, 
8/2/2020,20:15,3170.03947,3.44653,0,0,3166.59294,, 
8/2/2020,20:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,20:45,3206.01932,0,0,0,3206.01932,, 
8/2/2020,21:00,3206.01932,0,0,0,3206.01932,, 
8/2/2020,21:15,3206.01932,0,0,0,3206.01932,, 
8/2/2020,21:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,21:45,3206.01932,0,0,0,3206.01932,, 
8/2/2020,22:00,3206.01932,0,0,0,3206.01932,, 
8/2/2020,22:15,3206.01932,0,0,0,3206.01932,, 
8/2/2020,22:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,22:45,3206.01932,0,0,0,3206.01932,, 
8/2/2020,23:00,3206.01932,0,0,0,3206.01932,, 
8/2/2020,23:15,3206.01932,0,0,0,3206.01932,, 
8/2/2020,23:30,3206.01932,0,0,0,3206.01932,, 
8/2/2020,23:45,3206.01932,0,0,0,3206.01932,, 
8/3/2020,00:00,3206.01932,0,0,0,3206.01932,, 
8/3/2020,00:15,3206.01932,0,0,0,3206.01932,, 
8/3/2020,00:30,3206.01932,0,0,0,3206.01932,, 
8/3/2020,00:45,3206.01932,0,0,0,3206.01932,, 
8/3/2020,01:00,3206.01932,0,0,0,3206.01932,, 
8/3/2020,01:15,3206.01932,0,0,0,3206.01932,, 
8/3/2020,01:30,3206.01932,0,0,0,3206.01932,, 
8/3/2020,01:45,3206.01932,0,0,0,3206.01932,, 
8/3/2020,02:00,3206.01932,0,0,0,3206.01932,, 
8/3/2020,02:15,3206.01932,0,0,0,3206.01932,, 
8/3/2020,02:30,3206.01932,0,0,0,3206.01932,, 
8/3/2020,02:45,3206.01932,0,0,0,3206.01932,, 
8/3/2020,03:00,3206.01932,0,0,0,3206.01932,, 
8/3/2020,03:15,3206.01932,0,0,0,3206.01932,, 
8/3/2020,03:30,3206.01932,0,0,0,3206.01932,, 
8/3/2020,03:45,3206.01932,0,0,0,3206.01932,, 
8/3/2020,04:00,3206.01932,0,0,0,3206.01932,, 
8/3/2020,04:15,3206.01932,0,0,0,3206.01932,, 
8/3/2020,04:30,3206.01932,0,0,0,3206.01932,, 
8/3/2020,04:45,3206.01932,0,0,0,3206.01932,, 
8/3/2020,05:00,3206.01932,0,0,0,3206.01932,, 
8/3/2020,05:15,3206.01932,0,0,0,3206.01932,, 
8/3/2020,05:30,3206.01932,0,0,0,3206.01932,, 
8/3/2020,05:45,3180.26014,2.73391,0,0,3177.52623,, 
8/3/2020,06:00,3154.50095,5.46783,0,0,3149.03312,, 
8/3/2020,06:15,3128.74177,8.20174,0,0,3120.54003,, 
8/3/2020,06:30,3102.98259,10.93565,0,0,3092.04694,, 
8/3/2020,06:45,3217.91956,28.90012,0,0,3189.01944,, 
8/3/2020,07:00,3332.85653,46.86459,0,0,3285.99194,, 
8/3/2020,07:15,3447.79351,64.82906,0,0,3382.96445,, 
8/3/2020,07:30,3562.73048,82.79353,0,0,3479.9369500000003,, 
8/3/2020,07:45,3680.6454,128.22131,0,0,3552.42409,, 
8/3/2020,08:00,3798.56032,173.64909,0,0,3624.91123,, 
8/3/2020,08:15,3916.47524,219.07687,0,0,3697.3983700000003,, 
8/3/2020,08:30,4034.39016,264.50466,0,0,3769.8855,, 
8/3/2020,08:45,4109.22792,365.41029,0,0,3743.8176300000005,, 
8/3/2020,09:00,4184.06569,466.31592,0,0,3717.7497700000004,, 
8/3/2020,09:15,4300.4668,567.22155,0,0,3733.24525,, 
8/3/2020,09:30,4404.92954,668.12719,0,0,3736.80235,, 
8/3/2020,09:45,4414.7851,729.84383,0,0,3684.9412700000003,, 
8/3/2020,10:00,4423.79038,791.56047,0,0,3632.2299100000005,, 
8/3/2020,10:15,4432.36279,853.27711,0,0,3579.08568,, 
8/3/2020,10:30,4440.45005,914.99375,0,0,3525.4563000000003,, 
8/3/2020,10:45,4447.26755,934.99531,0,0,3512.2722399999993,, 
8/3/2020,11:00,4452.82253,954.99688,0,0,3497.82565,, 
8/3/2020,11:15,4456.63894,974.99844,0,0,3481.6405,, 
8/3/2020,11:30,4458.34507,995,0,0,3463.3450700000003,, 
8/3/2020,11:45,4415.46682,995,0,0,3420.4668199999996,, 
8/3/2020,12:00,4369.24095,995,0,0,3374.2409500000003,, 
8/3/2020,12:15,4319.38687,995,0,0,3324.3868700000003,, 
8/3/2020,12:30,4266.74389,995,0,0,3271.7438899999997,, 
8/3/2020,12:45,4304.76752,995,0,0,3309.7675200000003,, 
8/3/2020,13:00,4342.79114,995,0,0,3347.7911400000003,, 
8/3/2020,13:15,4066.30295,995,0,0,3071.30295,, 
8/3/2020,13:30,3903.70428,995,0,0,2908.70428,, 
8/3/2020,13:45,3773.59344,995,0,0,2778.59344,, 
8/3/2020,14:00,3690.89752,995,0,0,2695.89752,, 
8/3/2020,14:15,3639.37925,995,0,0,2644.37925,, 
8/3/2020,14:30,3607.68203,995,0,0,2612.68203,, 
8/3/2020,14:45,3587.38182,985.58859,0,0,2601.79323,, 
8/3/2020,15:00,3573.70945,976.17719,0,0,2597.53226,, 
8/3/2020,15:15,3563.04642,966.76578,0,0,2596.28064,, 
8/3/2020,15:30,3552.94246,957.35438,0,0,2595.5880800000004,, 
8/3/2020,15:45,3540.53353,909.43222,0,0,2631.10131,, 
8/3/2020,16:00,3526.57856,861.51006,0,0,2665.0685,, 
8/3/2020,16:15,3510.69415,813.58791,0,0,2697.10624,, 
8/3/2020,16:30,3492.5607,765.66575,0,0,2726.89495,, 
8/3/2020,16:45,3262.77083,698.37316,0,0,2564.39767,, 
8/3/2020,17:00,3164.57376,631.08056,0,0,2533.4932000000003,, 
8/3/2020,17:15,3098.39078,563.78797,0,0,2534.6028100000003,, 
8/3/2020,17:30,2965.94761,496.49538,0,0,2469.4522300000003,, 
8/3/2020,17:45,2704.62426,429.29953,0,0,2275.3247300000003,, 
8/3/2020,18:00,2397.51792,362.10369,0,0,2035.4142299999999,, 
8/3/2020,18:15,2036.88003,294.90784,0,0,1741.97219,, 
8/3/2020,18:30,1614.1335,227.712,0,0,1386.4215,, 
8/3/2020,18:45,1323.27146,173.81119,0,0,1149.46027,, 
8/3/2020,19:00,1323.27146,119.91037,0,0,1203.3610899999999,, 
8/3/2020,19:15,2414.1483,66.00956,0,0,2348.13874,, 
8/3/2020,19:30,2870.92126,12.10874,0,0,2858.81252,, 
8/3/2020,19:45,3150.77963,9.08156,0,0,3141.69807,, 
8/3/2020,20:00,3327.78201,6.05437,0,0,3321.72764,, 
8/3/2020,20:15,3436.19553,3.02719,0,0,3433.16834,, 
8/3/2020,20:30,3494.06353,0,0,0,3494.06353,, 
8/3/2020,20:45,3481.07847,0,0,0,3481.07847,, 
8/3/2020,21:00,3436.28018,0,0,0,3436.28018,, 
8/3/2020,21:15,3368.02418,0,0,0,3368.02418,, 
8/3/2020,21:30,3286.28516,0,0,0,3286.28516,, 
8/3/2020,21:45,3202.43244,0,0,0,3202.43244,, 
8/3/2020,22:00,3129.43575,0,0,0,3129.43575,, 
8/3/2020,22:15,3082.81602,0,0,0,3082.81602,, 
8/3/2020,22:30,3087.8037,0,0,0,3087.8037,, 
8/3/2020,22:45,3206.01932,0,0,0,3206.01932,, 
8/3/2020,23:00,3206.01932,0,0,0,3206.01932,, 
