Proposal Data:  Preliminary Proposal V2 - CA - Cash 
 
Proposal Date:,,,2021-10-14 
Tax Type:,,,Before Tax 
Owner Sector:,,,Commercial 
Federal Income Tax Rate:,,,0.21 
State Income Tax Rate:,,,0.08 
Discount Rate:,,,0.05 
Electricity Escalation Rate:,,,0.03 
 
Proposal Summary Table,,,"IRR - Term","LCOE PV Generation","Net Present Value","Payback Period","Total Payments","Total Incentives","Net Payments","Electric Bill Savings - Term","Upfront Payment" 
Cash Purchase,,,0.2457,0.0218,5968484.7995,3.768,2542125.6,1125399.0031,1416726.5969,15833210.038,2542125.6 
 
 
 
Facility 1 Data:  California 
 
Project Cost and Utility Data,,,,,Solar PV System Data,,,,,Energy Storage System Data,,,,,FacilityLocation,,,,,Rate Schedules 
1/25/2021,07:45,3853.19692,129.21248,0,0,3723.9844399999997,, 
1/25/2021,08:00,3964.36395,186.86718,0,0,3777.4967699999997,, 
1/25/2021,08:15,3564.35584,244.52187,0,0,3319.83397,, 
1/25/2021,08:30,3332.50014,302.17656,0,0,3030.32358,, 
1/25/2021,08:45,3188.83009,327.7644,0,0,2861.06569,, 
1/25/2021,09:00,3098.06876,353.35223,0,0,2744.71653,, 
1/25/2021,09:15,3040.5651,378.94007,0,0,2661.6250299999997,, 
1/25/2021,09:30,3063.52911,404.52791,0,0,2659.0011999999997,, 
1/25/2021,09:45,3019.31066,485.64105,0,0,2533.66961,, 
1/25/2021,10:00,2991.28247,566.7542,0,0,2424.5282700000002,, 
1/25/2021,10:15,2978.19825,647.86735,0,0,2330.3309,, 
1/25/2021,10:30,2985.23092,728.9805,0,0,2256.25042,, 
1/25/2021,10:45,3000.39539,763.11164,0,0,2237.28375,, 
1/25/2021,11:00,3020.95362,797.24278,0,0,2223.7108399999997,, 
1/25/2021,11:15,3044.63707,831.37392,0,0,2213.26315,, 
1/25/2021,11:30,3069.6339,865.50506,0,0,2204.12884,, 
1/25/2021,11:45,3018.03661,857.86614,0,0,2160.17047,, 
1/25/2021,12:00,3029.84092,850.22722,0,0,2179.6137,, 
1/25/2021,12:15,3050.07674,842.5883,0,0,2207.48844,, 
1/25/2021,12:30,3083.94692,834.94938,0,0,2248.99754,, 
1/25/2021,12:45,3149.40144,770.19886,0,0,2379.20258,, 
1/25/2021,13:00,3223.04932,705.44834,0,0,2517.60098,, 
1/25/2021,13:15,3306.45043,640.69783,0,0,2665.7526,, 
1/25/2021,13:30,3466.17558,575.94731,0,0,2890.22827,, 
1/25/2021,13:45,3504.48089,562.83723,0,0,2941.6436599999997,, 
1/25/2021,14:00,3537.35837,549.72716,0,0,2987.63121,, 
1/25/2021,14:15,3566.62476,536.61708,0,0,3030.00768,, 
1/25/2021,14:30,3595.17786,523.507,0,0,3071.6708599999997,, 
1/25/2021,14:45,3635.4523,492.6443,0,0,3142.808,, 
1/25/2021,15:00,3680.68698,461.78159,0,0,3218.90539,, 
1/25/2021,15:15,3735.62548,430.91889,0,0,3304.7065900000002,, 
1/25/2021,15:30,3805.47648,400.05619,0,0,3405.42029,, 
1/25/2021,15:45,3895.42709,318.85832,0,0,3576.5687700000003,, 
1/25/2021,16:00,4009.6625,237.66046,0,0,3772.00204,, 
1/25/2021,16:15,4149.79682,156.4626,0,0,3993.3342199999997,, 
1/25/2021,16:30,4309.85901,75.26473,0,0,4234.59428,, 
1/25/2021,16:45,4400.37977,56.46994,0,0,4343.90983,, 
1/25/2021,17:00,4400.37977,37.67514,0,0,4362.704629999999,, 
1/25/2021,17:15,4085.40991,18.88034,0,0,4066.5295699999997,, 
1/25/2021,17:30,3770.44004,0.08555,0,0,3770.35449,, 
1/25/2021,17:45,3653.47036,0.06416,0,0,3653.4062,, 
1/25/2021,18:00,3536.50068,0.04277,0,0,3536.45791,, 
1/25/2021,18:15,3419.531,0.02139,0,0,3419.50961,, 
1/25/2021,18:30,3302.56132,0,0,0,3302.56132,, 
1/25/2021,18:45,3304.77528,0,0,0,3304.77528,, 
1/25/2021,19:00,3306.98924,0,0,0,3306.98924,, 
1/25/2021,19:15,3309.2032,0,0,0,3309.2032,, 
1/25/2021,19:30,3311.41716,0,0,0,3311.41716,, 
1/25/2021,19:45,3313.51844,0,0,0,3313.51844,, 
1/25/2021,20:00,3315.61971,0,0,0,3315.61971,, 
1/25/2021,20:15,3317.72099,0,0,0,3317.72099,, 
1/25/2021,20:30,3319.82226,0,0,0,3319.82226,, 
1/25/2021,20:45,3320.39068,0,0,0,3320.39068,, 
1/25/2021,21:00,3320.9591,0,0,0,3320.9591,, 
1/25/2021,21:15,3321.52752,0,0,0,3321.52752,, 
1/25/2021,21:30,3322.09594,0,0,0,3322.09594,, 
1/25/2021,21:45,3322.45229,0,0,0,3322.45229,, 
1/25/2021,22:00,3322.80864,0,0,0,3322.80864,, 
1/25/2021,22:15,3390.20283,0,0,0,3390.20283,, 
1/25/2021,22:30,3406.88529,0,0,0,3406.88529,, 
1/25/2021,22:45,3417.14687,0,0,0,3417.14687,, 
1/25/2021,23:00,3439.4808,0,0,0,3439.4808,, 
1/25/2021,23:15,3473.93841,0,0,0,3473.93841,, 
1/25/2021,23:30,3481.92669,0,0,0,3481.92669,, 
1/25/2021,23:45,3420.59696,0,0,0,3420.59696,, 
1/26/2021,00:00,3420.80211,0,0,0,3420.80211,, 
1/26/2021,00:15,3421.00725,0,0,0,3421.00725,, 
1/26/2021,00:30,3421.2124,0,0,0,3421.2124,, 
1/26/2021,00:45,3421.73501,0,0,0,3421.73501,, 
1/26/2021,01:00,3422.25762,0,0,0,3422.25762,, 
1/26/2021,01:15,3422.78023,0,0,0,3422.78023,, 
1/26/2021,01:30,3423.30284,0,0,0,3423.30284,, 
1/26/2021,01:45,3423.17267,0,0,0,3423.17267,, 
1/26/2021,02:00,3423.04251,0,0,0,3423.04251,, 
1/26/2021,02:15,3422.91234,0,0,0,3422.91234,, 
1/26/2021,02:30,3422.78217,0,0,0,3422.78217,, 
1/26/2021,02:45,3423.41747,0,0,0,3423.41747,, 
1/26/2021,03:00,3424.05276,0,0,0,3424.05276,, 
1/26/2021,03:15,3424.68805,0,0,0,3424.68805,, 
1/26/2021,03:30,3425.32334,0,0,0,3425.32334,, 
1/26/2021,03:45,3425.00472,0,0,0,3425.00472,, 
1/26/2021,04:00,3424.68611,0,0,0,3424.68611,, 
1/26/2021,04:15,3424.36749,0,0,0,3424.36749,, 
1/26/2021,04:30,3424.04887,0,0,0,3424.04887,, 
1/26/2021,04:45,3424.451,0,0,0,3424.451,, 
1/26/2021,05:00,3424.85312,0,0,0,3424.85312,, 
1/26/2021,05:15,3425.25524,0,0,0,3425.25524,, 
1/26/2021,05:30,3425.65736,0,0,0,3425.65736,, 
1/26/2021,05:45,3430.24768,0,0,0,3430.24768,, 
1/26/2021,06:00,3434.838,0,0,0,3434.838,, 
1/26/2021,06:15,3439.42832,0,0,0,3439.42832,, 
1/26/2021,06:30,3444.01864,0,0,0,3444.01864,, 
1/26/2021,06:45,3518.52145,9.41759,0,0,3509.10386,, 
1/26/2021,07:00,3593.02426,18.83518,0,0,3574.18908,, 
1/26/2021,07:15,3667.52708,28.25277,0,0,3639.27431,, 
1/26/2021,07:30,3742.02989,37.67036,0,0,3704.3595299999997,, 
1/26/2021,07:45,3853.19692,101.47729,0,0,3751.71963,, 
1/26/2021,08:00,3964.36395,165.28423,0,0,3799.0797199999997,, 
1/26/2021,08:15,3564.35584,229.09116,0,0,3335.26468,, 
1/26/2021,08:30,3332.50014,292.89809,0,0,3039.60205,, 
1/26/2021,08:45,3188.83009,305.90813,0,0,2882.9219599999997,, 
1/26/2021,09:00,3098.06876,318.91817,0,0,2779.15059,, 
1/26/2021,09:15,3040.5651,331.92821,0,0,2708.6368899999998,, 
1/26/2021,09:30,3063.52911,344.93825,0,0,2718.59086,, 
1/26/2021,09:45,3019.31066,429.21842,0,0,2590.09224,, 
1/26/2021,10:00,2991.28247,513.49859,0,0,2477.78388,, 
1/26/2021,10:15,2978.19825,597.77877,0,0,2380.41948,, 
1/26/2021,10:30,2985.23092,682.05894,0,0,2303.17198,, 
1/26/2021,10:45,3000.39539,721.10192,0,0,2279.29347,, 
1/26/2021,11:00,3020.95362,760.14491,0,0,2260.80871,, 
1/26/2021,11:15,3044.63707,799.18789,0,0,2245.44918,, 
1/26/2021,11:30,3069.6339,838.23088,0,0,2231.4030199999997,, 
1/26/2021,11:45,3018.03661,851.83223,0,0,2166.20438,, 
1/26/2021,12:00,3029.84092,865.43359,0,0,2164.40733,, 
1/26/2021,12:15,3050.07674,879.03495,0,0,2171.04179,, 
1/26/2021,12:30,3083.94692,892.63631,0,0,2191.31061,, 
1/26/2021,12:45,3149.40144,801.3127,0,0,2348.08874,, 
1/26/2021,13:00,3223.04932,709.98909,0,0,2513.06023,, 
1/26/2021,13:15,3306.45043,618.66548,0,0,2687.7849499999998,, 
1/26/2021,13:30,3466.17558,527.34187,0,0,2938.83371,, 
1/26/2021,13:45,3504.48089,500.33583,0,0,3004.14506,, 
1/26/2021,14:00,3537.35837,473.32978,0,0,3064.02859,, 
1/26/2021,14:15,3566.62476,446.32373,0,0,3120.30103,, 
1/26/2021,14:30,3595.17786,419.31769,0,0,3175.86017,, 
1/26/2021,14:45,3635.4523,371.1261,0,0,3264.3262,, 
1/26/2021,15:00,3680.68698,322.93452,0,0,3357.7524599999997,, 
1/26/2021,15:15,3735.62548,274.74293,0,0,3460.8825500000003,, 
1/26/2021,15:30,3805.47648,226.55134,0,0,3578.92514,, 
1/26/2021,15:45,3895.42709,202.75014,0,0,3692.67695,, 
1/26/2021,16:00,4009.6625,178.94894,0,0,3830.71356,, 
1/26/2021,16:15,4149.79682,155.14773,0,0,3994.6490899999994,, 
1/26/2021,16:30,4309.85901,131.34653,0,0,4178.51248,, 
1/26/2021,16:45,4400.37977,98.52335,0,0,4301.856419999999,, 
1/26/2021,17:00,4400.37977,65.70016,0,0,4334.679609999999,, 
1/26/2021,17:15,4085.40991,32.87698,0,0,4052.53293,, 
1/26/2021,17:30,3770.44004,0.05379,0,0,3770.38625,, 
1/26/2021,17:45,3656.27541,0.04034,0,0,3656.23507,, 
1/26/2021,18:00,3542.11078,0.0269,0,0,3542.08388,, 
1/26/2021,18:15,3427.94615,0.01345,0,0,3427.9327000000003,, 
1/26/2021,18:30,3313.78153,0,0,0,3313.78153,, 
1/26/2021,18:45,3315.58841,0,0,0,3315.58841,, 
1/26/2021,19:00,3317.39529,0,0,0,3317.39529,, 
1/26/2021,19:15,3319.20218,0,0,0,3319.20218,, 
1/26/2021,19:30,3321.00906,0,0,0,3321.00906,, 
1/26/2021,19:45,3323.08942,0,0,0,3323.08942,, 
1/26/2021,20:00,3325.16978,0,0,0,3325.16978,, 
1/26/2021,20:15,3327.25015,0,0,0,3327.25015,, 
1/26/2021,20:30,3329.33051,0,0,0,3329.33051,, 
1/26/2021,20:45,3329.69412,0,0,0,3329.69412,, 
1/26/2021,21:00,3330.05773,0,0,0,3330.05773,, 
1/26/2021,21:15,3330.42135,0,0,0,3330.42135,, 
1/26/2021,21:30,3330.78496,0,0,0,3330.78496,, 
1/26/2021,21:45,3331.83026,0,0,0,3331.83026,, 
1/26/2021,22:00,3332.87555,0,0,0,3332.87555,, 
1/26/2021,22:15,3441.77976,0,0,0,3441.77976,, 
1/26/2021,22:30,3456.21093,0,0,0,3456.21093,, 
1/26/2021,22:45,3451.99788,0,0,0,3451.99788,, 
1/26/2021,23:00,3440.45364,0,0,0,3440.45364,, 
1/26/2021,23:15,3428.0839,0,0,0,3428.0839,, 
1/26/2021,23:30,3421.59864,0,0,0,3421.59864,, 
1/26/2021,23:45,3425.07658,0,0,0,3425.07658,, 
1/27/2021,00:00,3425.58684,0,0,0,3425.58684,, 
1/27/2021,00:15,3426.0971,0,0,0,3426.0971,, 
1/27/2021,00:30,3426.60736,0,0,0,3426.60736,, 
1/27/2021,00:45,3426.2587,0,0,0,3426.2587,, 
1/27/2021,01:00,3425.91004,0,0,0,3425.91004,, 
1/27/2021,01:15,3425.56138,0,0,0,3425.56138,, 
1/27/2021,01:30,3425.21272,0,0,0,3425.21272,, 
1/27/2021,01:45,3425.69547,0,0,0,3425.69547,, 
1/27/2021,02:00,3426.17822,0,0,0,3426.17822,, 
1/27/2021,02:15,3426.66097,0,0,0,3426.66097,, 
1/27/2021,02:30,3427.14372,0,0,0,3427.14372,, 
1/27/2021,02:45,3426.70745,0,0,0,3426.70745,, 
1/27/2021,03:00,3426.27117,0,0,0,3426.27117,, 
1/27/2021,03:15,3425.8349,0,0,0,3425.8349,, 
1/27/2021,03:30,3425.39862,0,0,0,3425.39862,, 
1/27/2021,03:45,3425.66593,0,0,0,3425.66593,, 
1/27/2021,04:00,3425.93325,0,0,0,3425.93325,, 
1/27/2021,04:15,3426.20056,0,0,0,3426.20056,, 
1/27/2021,04:30,3426.46787,0,0,0,3426.46787,, 
1/27/2021,04:45,3426.03731,0,0,0,3426.03731,, 
1/27/2021,05:00,3425.60675,0,0,0,3425.60675,, 
1/27/2021,05:15,3425.1762,0,0,0,3425.1762,, 
1/27/2021,05:30,3424.74564,0,0,0,3424.74564,, 
1/27/2021,05:45,3429.56389,0,0,0,3429.56389,, 
1/27/2021,06:00,3434.38214,0,0,0,3434.38214,, 
1/27/2021,06:15,3439.20039,0,0,0,3439.20039,, 
1/27/2021,06:30,3444.01864,0,0,0,3444.01864,, 
1/27/2021,06:45,3518.52145,17.66496,0,0,3500.85649,, 
1/27/2021,07:00,3593.02426,35.32992,0,0,3557.69434,, 
1/27/2021,07:15,3667.52708,52.99488,0,0,3614.5321999999996,, 
1/27/2021,07:30,3742.02989,70.65984,0,0,3671.37005,, 
1/27/2021,07:45,3853.19692,74.30711,0,0,3778.8898099999997,, 
1/27/2021,08:00,3964.36395,77.95438,0,0,3886.40957,, 
1/27/2021,08:15,3564.35584,81.60164,0,0,3482.7542000000003,, 
1/27/2021,08:30,3332.50014,85.24891,0,0,3247.2512300000003,, 
1/27/2021,08:45,3188.83009,133.62136,0,0,3055.20873,, 
1/27/2021,09:00,3098.06876,181.9938,0,0,2916.07496,, 
1/27/2021,09:15,3040.5651,230.36624,0,0,2810.19886,, 
1/27/2021,09:30,3063.52911,278.73869,0,0,2784.79042,, 
1/27/2021,09:45,3019.31066,255.65814,0,0,2763.65252,, 
1/27/2021,10:00,2991.28247,232.57759,0,0,2758.7048800000002,, 
1/27/2021,10:15,2978.19825,209.49704,0,0,2768.7012099999997,, 
1/27/2021,10:30,2985.23092,186.41648,0,0,2798.81444,, 
1/27/2021,10:45,3000.39539,172.34191,0,0,2828.05348,, 
1/27/2021,11:00,3020.95362,158.26734,0,0,2862.68628,, 
1/27/2021,11:15,3044.63707,144.19277,0,0,2900.4443,, 
1/27/2021,11:30,3069.6339,130.1182,0,0,2939.5157,, 
1/27/2021,11:45,3018.03661,132.04166,0,0,2885.9949500000002,, 
1/27/2021,12:00,3029.84092,133.96513,0,0,2895.87579,, 
1/27/2021,12:15,3050.07674,135.8886,0,0,2914.18814,, 
1/27/2021,12:30,3083.94692,137.81206,0,0,2946.1348599999997,, 
1/27/2021,12:45,3149.40144,148.33277,0,0,3001.06867,, 
1/27/2021,13:00,3223.04932,158.85348,0,0,3064.1958400000003,, 
1/27/2021,13:15,3306.45043,169.37418,0,0,3137.07625,, 
1/27/2021,13:30,3466.17558,179.89489,0,0,3286.28069,, 
1/27/2021,13:45,3504.48089,158.52931,0,0,3345.95158,, 
1/27/2021,14:00,3537.35837,137.16374,0,0,3400.19463,, 
1/27/2021,14:15,3566.62476,115.79816,0,0,3450.8266000000003,, 
1/27/2021,14:30,3595.17786,94.43259,0,0,3500.74527,, 
1/27/2021,14:45,3635.4523,84.27337,0,0,3551.17893,, 
1/27/2021,15:00,3680.68698,74.11415,0,0,3606.57283,, 
1/27/2021,15:15,3735.62548,63.95493,0,0,3671.6705500000003,, 
1/27/2021,15:30,3805.47648,53.79571,0,0,3751.68077,, 
1/27/2021,15:45,3895.42709,53.46657,0,0,3841.96052,, 
1/27/2021,16:00,4009.6625,53.13742,0,0,3956.52508,, 
1/27/2021,16:15,4149.79682,52.80828,0,0,4096.988539999999,, 
1/27/2021,16:30,4309.85901,52.47913,0,0,4257.37988,, 
1/27/2021,16:45,4400.37977,39.37981,0,0,4360.999959999999,, 
1/27/2021,17:00,4400.37977,26.28049,0,0,4374.099279999999,, 
1/27/2021,17:15,4085.40991,13.18117,0,0,4072.22874,, 
1/27/2021,17:30,3770.44004,0.08185,0,0,3770.35819,, 
1/27/2021,17:45,3653.47036,0.06139,0,0,3653.40897,, 
1/27/2021,18:00,3536.50068,0.04092,0,0,3536.45976,, 
1/27/2021,18:15,3419.531,0.02046,0,0,3419.5105399999998,, 
1/27/2021,18:30,3302.56132,0,0,0,3302.56132,, 
1/27/2021,18:45,3302.56132,0,0,0,3302.56132,, 
1/27/2021,19:00,3302.56132,0,0,0,3302.56132,, 
1/27/2021,19:15,3302.56132,0,0,0,3302.56132,, 
1/27/2021,19:30,3302.56132,0,0,0,3302.56132,, 
1/27/2021,19:45,3302.56132,0,0,0,3302.56132,, 
1/27/2021,20:00,3302.56132,0,0,0,3302.56132,, 
1/27/2021,20:15,3302.56132,0,0,0,3302.56132,, 
1/27/2021,20:30,3302.56132,0,0,0,3302.56132,, 
1/27/2021,20:45,3302.56132,0,0,0,3302.56132,, 
1/27/2021,21:00,3302.56132,0,0,0,3302.56132,, 
1/27/2021,21:15,3302.56132,0,0,0,3302.56132,, 
1/27/2021,21:30,3302.56132,0,0,0,3302.56132,, 
1/27/2021,21:45,3302.56132,0,0,0,3302.56132,, 
1/27/2021,22:00,3302.56132,0,0,0,3302.56132,, 
1/27/2021,22:15,3375.48117,0,0,0,3375.48117,, 
1/27/2021,22:30,3393.35168,0,0,0,3393.35168,, 
1/27/2021,22:45,3404.86232,0,0,0,3404.86232,, 
1/27/2021,23:00,3429.3473,0,0,0,3429.3473,, 
1/27/2021,23:15,3466.86379,0,0,0,3466.86379,, 
1/27/2021,23:30,3475.85946,0,0,0,3475.85946,, 
1/27/2021,23:45,3409.96727,0,0,0,3409.96727,, 
1/28/2021,00:00,3410.39991,0,0,0,3410.39991,, 
1/28/2021,00:15,3410.83255,0,0,0,3410.83255,, 
1/28/2021,00:30,3411.26519,0,0,0,3411.26519,, 
1/28/2021,00:45,3412.42191,0,0,0,3412.42191,, 
1/28/2021,01:00,3413.57863,0,0,0,3413.57863,, 
1/28/2021,01:15,3414.73535,0,0,0,3414.73535,, 
1/28/2021,01:30,3415.89207,0,0,0,3415.89207,, 
1/28/2021,01:45,3415.93355,0,0,0,3415.93355,, 
1/28/2021,02:00,3415.97503,0,0,0,3415.97503,, 
1/28/2021,02:15,3416.0165,0,0,0,3416.0165,, 
1/28/2021,02:30,3416.05798,0,0,0,3416.05798,, 
1/28/2021,02:45,3416.30477,0,0,0,3416.30477,, 
1/28/2021,03:00,3416.55156,0,0,0,3416.55156,, 
1/28/2021,03:15,3416.79835,0,0,0,3416.79835,, 
1/28/2021,03:30,3417.04513,0,0,0,3417.04513,, 
1/28/2021,03:45,3418.39129,0,0,0,3418.39129,, 
1/28/2021,04:00,3419.73745,0,0,0,3419.73745,, 
1/28/2021,04:15,3421.0836,0,0,0,3421.0836,, 
1/28/2021,04:30,3422.42976,0,0,0,3422.42976,, 
1/28/2021,04:45,3421.66665,0,0,0,3421.66665,, 
1/28/2021,05:00,3420.90354,0,0,0,3420.90354,, 
1/28/2021,05:15,3420.14043,0,0,0,3420.14043,, 
1/28/2021,05:30,3419.37733,0,0,0,3419.37733,, 
1/28/2021,05:45,3425.53766,0,0,0,3425.53766,, 
1/28/2021,06:00,3431.69798,0,0,0,3431.69798,, 
1/28/2021,06:15,3437.85831,0,0,0,3437.85831,, 
1/28/2021,06:30,3444.01864,0,0,0,3444.01864,, 
1/28/2021,06:45,3518.52145,16.97093,0,0,3501.5505200000002,, 
1/28/2021,07:00,3593.02426,33.94186,0,0,3559.0824000000002,, 
1/28/2021,07:15,3667.52708,50.91279,0,0,3616.61429,, 
1/28/2021,07:30,3742.02989,67.88373,0,0,3674.14616,, 
1/28/2021,07:45,3853.19692,132.09081,0,0,3721.1061099999997,, 
1/28/2021,08:00,3964.36395,196.29789,0,0,3768.06606,, 
1/28/2021,08:15,3564.35584,260.50498,0,0,3303.85086,, 
1/28/2021,08:30,3332.50014,324.71206,0,0,3007.7880800000003,, 
1/28/2021,08:45,3188.83009,394.90406,0,0,2793.92603,, 
1/28/2021,09:00,3098.06876,465.09606,0,0,2632.9727000000003,, 
1/28/2021,09:15,3040.5651,535.28806,0,0,2505.27704,, 
1/28/2021,09:30,3063.52911,605.48006,0,0,2458.04905,, 
1/28/2021,09:45,3019.31066,631.14989,0,0,2388.16077,, 
1/28/2021,10:00,2991.28247,656.81972,0,0,2334.46275,, 
1/28/2021,10:15,2978.19825,682.48955,0,0,2295.7087,, 
1/28/2021,10:30,2985.23092,708.15938,0,0,2277.07154,, 
1/28/2021,10:45,3000.39539,590.56657,0,0,2409.82882,, 
1/28/2021,11:00,3020.95362,472.97376,0,0,2547.97986,, 
1/28/2021,11:15,3044.63707,355.38095,0,0,2689.25612,, 
1/28/2021,11:30,3069.6339,237.78814,0,0,2831.8457599999997,, 
1/28/2021,11:45,3018.03661,212.88076,0,0,2805.15585,, 
1/28/2021,12:00,3029.84092,187.97338,0,0,2841.86754,, 
1/28/2021,12:15,3050.07674,163.06599,0,0,2887.01075,, 
1/28/2021,12:30,3083.94692,138.15861,0,0,2945.78831,, 
1/28/2021,12:45,3149.40144,138.43189,0,0,3010.9695500000003,, 
1/28/2021,13:00,3223.04932,138.70518,0,0,3084.34414,, 
1/28/2021,13:15,3306.45043,138.97846,0,0,3167.47197,, 
1/28/2021,13:30,3466.17558,139.25175,0,0,3326.92383,, 
1/28/2021,13:45,3504.48089,202.59428,0,0,3301.88661,, 
1/28/2021,14:00,3537.35837,265.93681,0,0,3271.4215599999998,, 
1/28/2021,14:15,3566.62476,329.27934,0,0,3237.34542,, 
1/28/2021,14:30,3595.17786,392.62188,0,0,3202.5559799999996,, 
1/28/2021,14:45,3635.4523,330.54247,0,0,3304.90983,, 
1/28/2021,15:00,3680.68698,268.46307,0,0,3412.2239099999997,, 
1/28/2021,15:15,3735.62548,206.38367,0,0,3529.24181,, 
1/28/2021,15:30,3805.47648,144.30427,0,0,3661.1722099999997,, 
1/28/2021,15:45,3895.42709,144.50582,0,0,3750.9212700000003,, 
1/28/2021,16:00,4009.6625,144.70738,0,0,3864.95512,, 
1/28/2021,16:15,4149.79682,144.90894,0,0,4004.8878799999998,, 
1/28/2021,16:30,4309.85901,145.1105,0,0,4164.74851,, 
1/28/2021,16:45,4400.37977,108.94449,0,0,4291.43528,, 
1/28/2021,17:00,4400.37977,72.77849,0,0,4327.60128,, 
1/28/2021,17:15,4085.40991,36.61248,0,0,4048.79743,, 
1/28/2021,17:30,3770.44004,0.44647,0,0,3769.99357,, 
1/28/2021,17:45,3653.47036,0.33485,0,0,3653.1355099999996,, 
1/28/2021,18:00,3536.50068,0.22324,0,0,3536.2774400000003,, 
1/28/2021,18:15,3419.531,0.11162,0,0,3419.41938,, 
1/28/2021,18:30,3302.56132,0,0,0,3302.56132,, 
1/28/2021,18:45,3302.56132,0,0,0,3302.56132,, 
1/28/2021,19:00,3302.56132,0,0,0,3302.56132,, 
1/28/2021,19:15,3302.56132,0,0,0,3302.56132,, 
1/28/2021,19:30,3302.56132,0,0,0,3302.56132,, 
1/28/2021,19:45,3302.56132,0,0,0,3302.56132,, 
1/28/2021,20:00,3302.56132,0,0,0,3302.56132,, 
1/28/2021,20:15,3302.56132,0,0,0,3302.56132,, 
1/28/2021,20:30,3302.56132,0,0,0,3302.56132,, 
1/28/2021,20:45,3303.6803,0,0,0,3303.6803,, 
1/28/2021,21:00,3304.79927,0,0,0,3304.79927,, 
1/28/2021,21:15,3305.91825,0,0,0,3305.91825,, 
1/28/2021,21:30,3307.03722,0,0,0,3307.03722,, 
1/28/2021,21:45,3308.87278,0,0,0,3308.87278,, 
1/28/2021,22:00,3310.70833,0,0,0,3310.70833,, 
1/28/2021,22:15,3382.48117,0,0,0,3382.48117,, 
1/28/2021,22:30,3400.88444,0,0,0,3400.88444,, 
1/28/2021,22:45,3411.7134,0,0,0,3411.7134,, 
1/28/2021,23:00,3435.14253,0,0,0,3435.14253,, 
1/28/2021,23:15,3471.23032,0,0,0,3471.23032,, 
1/28/2021,23:30,3479.64995,0,0,0,3479.64995,, 
1/28/2021,23:45,3417.25426,0,0,0,3417.25426,, 
1/29/2021,00:00,3419.22079,0,0,0,3419.22079,, 
1/29/2021,00:15,3421.18733,0,0,0,3421.18733,, 
1/29/2021,00:30,3423.15386,0,0,0,3423.15386,, 
1/29/2021,00:45,3422.85309,0,0,0,3422.85309,, 
1/29/2021,01:00,3422.55232,0,0,0,3422.55232,, 
1/29/2021,01:15,3422.25154,0,0,0,3422.25154,, 
1/29/2021,01:30,3421.95077,0,0,0,3421.95077,, 
1/29/2021,01:45,3424.27952,0,0,0,3424.27952,, 
1/29/2021,02:00,3426.60827,0,0,0,3426.60827,, 
1/29/2021,02:15,3428.93703,0,0,0,3428.93703,, 
1/29/2021,02:30,3431.26578,0,0,0,3431.26578,, 
1/29/2021,02:45,3430.21267,0,0,0,3430.21267,, 
1/29/2021,03:00,3429.15956,0,0,0,3429.15956,, 
1/29/2021,03:15,3428.10645,0,0,0,3428.10645,, 
1/29/2021,03:30,3427.05334,0,0,0,3427.05334,, 
1/29/2021,03:45,3429.17408,0,0,0,3429.17408,, 
1/29/2021,04:00,3431.29481,0,0,0,3431.29481,, 
1/29/2021,04:15,3433.41554,0,0,0,3433.41554,, 
1/29/2021,04:30,3435.53628,0,0,0,3435.53628,, 
1/29/2021,04:45,3434.2504,0,0,0,3434.2504,, 
1/29/2021,05:00,3432.96452,0,0,0,3432.96452,, 
1/29/2021,05:15,3431.67864,0,0,0,3431.67864,, 
1/29/2021,05:30,3430.39276,0,0,0,3430.39276,, 
1/29/2021,05:45,3433.79923,0,0,0,3433.79923,, 
1/29/2021,06:00,3437.2057,0,0,0,3437.2057,, 
1/29/2021,06:15,3440.61217,0,0,0,3440.61217,, 
1/29/2021,06:30,3444.01864,0,0,0,3444.01864,, 
1/29/2021,06:45,3518.52145,21.67954,0,0,3496.84191,, 
1/29/2021,07:00,3593.02426,43.35907,0,0,3549.66519,, 
1/29/2021,07:15,3667.52708,65.03861,0,0,3602.48847,, 
1/29/2021,07:30,3742.02989,86.71814,0,0,3655.31175,, 
1/29/2021,07:45,3853.19692,153.92473,0,0,3699.2721899999997,, 
1/29/2021,08:00,3964.36395,221.13132,0,0,3743.23263,, 
1/29/2021,08:15,3567.51487,288.33791,0,0,3279.17696,, 
1/29/2021,08:30,3337.59981,355.5445,0,0,2982.05531,, 
1/29/2021,08:45,3195.6501,414.40158,0,0,2781.2485199999996,, 
1/29/2021,09:00,3106.84025,473.25866,0,0,2633.5815900000002,, 
1/29/2021,09:15,3051.78385,532.11573,0,0,2519.66812,, 
1/29/2021,09:30,3082.82102,590.97281,0,0,2491.84821,, 
1/29/2021,09:45,3040.84443,604.75683,0,0,2436.0876,, 
1/29/2021,10:00,3015.05146,618.54084,0,0,2396.51062,, 
1/29/2021,10:15,3001.00573,632.32486,0,0,2368.68087,, 
1/29/2021,10:30,3010.83174,646.10888,0,0,2364.72286,, 
1/29/2021,10:45,3029.05138,701.04589,0,0,2328.00549,, 
1/29/2021,11:00,3052.59479,755.98291,0,0,2296.6118800000004,, 
1/29/2021,11:15,3079.09771,810.91992,0,0,2268.1777899999997,, 
1/29/2021,11:30,3106.66551,865.85694,0,0,2240.8085699999997,, 
